u,v,AA
313,42,0.0
71,370,0.0
588,373,0.125
614,184,0.0
51,483,0.08010012515644556
462,842,0.03571428571428571
231,87,0.0
775,598,0.0
357,186,0.015384615384615385
402,613,0.0
538,404,0.0
423,383,0.5475556091655163
529,897,0.0
117,371,0.0
402,571,0.0
116,91,0.2919133119696324
431,121,0.0
193,380,0.058823529411764705
781,445,0.0
737,889,0.0
326,219,0.0
40,184,0.0
91,528,0.0
13,259,0.0
145,837,0.0
445,2089740,0.0
825,275,0.0
507,12081,0.0
580,527,0.03571428571428571
308,459,0.0
428,1,0.0
2089740,302,0.0
26,318,0.1111111111111111
71,770,0.0
619,797,0.0
285,76,0.0
889,33,0.0
444,224,0.0
922,842,0.0
507,372,0.05
299,194,0.0
916,318,0.0
716,188,0.0
2089740,193,0.0
225,384,0.2653846153846154
137,33,0.0
371,106,0.0
72,813,0.02127659574468085
303,528,0.0
316,133,0.0
422,567,0.015384615384615385
299,164,0.0
93,479,0.1
889,414,0.0
332,285,0.0
311,117,0.0
888,521,0.0
303,186,0.0
242,312,0.0
428,878,0.0
75,439,0.0
390,219,0.0
457,657,0.0
741,350,0.0
277,745,0.0
312,60,0.0
238,58,0.0
67,71,0.0
361,588,0.0
785,27687,0.0
341,834,0.0
163,93,0.0
259,224,0.0
700,274,0.0
309844,146270,0.0
267,428,0.0
373,605,0.0
22,673,0.06666666666666667
437,572,0.025
781,189,0.0
437,267,0.03666121112929624
722,77,0.0
203,147,0.0
318,37,0.0
71,834,0.0
44,429,0.0
763,189,0.0
730,234,0.0
162,357,0.18205128205128204
700,136,0.0
242,527,0.0
745,888,0.0
758,106,0.07019704433497537
188,431,0.0
369,680,0.029411764705882353
578,390,0.0
667,714,0.0
721,85,0.0
49,507,0.0
437,876,0.0
733,1384652,0.015384615384615385
714,888,0.0
267,745,0.0
44,376,0.0
611,763,0.0
207,392,0.0
231,706,0.0
184,189,0.0
27687,479,0.025
445,838,0.0
349,914,0.0
922,536,0.0
872,35,0.0
25,1384652,0.6896109637488947
479,557,0.1
634,781,0.0
706,462,0.0
230,264,0.0
719,782,0.14285714285714285
700,232,0.0
63,394,0.0
55,529,0.0
357,437,0.4403846153846154
729,2089740,0.0
9,332,0.0
383,341,0.1572415080253826
30,96,0.0
267,137,0.25555555555555554
117,390,0.0
184,758,0.0
34,224,0.11538461538461539
42,332,0.0
67,85,0.0
740,380,0.0
423,370,0.1388888888888889
536,342,0.0
673,285,0.0
876,275,0.0
917,380,0.0
483,697,0.0
825,737,0.0
370,751,0.0
93,856,0.0
784,350,0.0
363,136,0.0
718,72,0.0
541,312,0.0
318,872,0.0
396,714,0.0
718,51,0.0
13,396,0.0
784,636,0.0
123,198,0.0
567,206,0.02127659574468085
431,377,0.0
727,659,0.0
748,111,0.0
402,614,0.0
143,740,0.0
193,634,0.0
362,519,0.0
72,666,0.0
763,781,0.0
876,22,0.0
861,1,0.0
92,149,0.0
332,547,0.0
121,369,0.045454545454545456
419,369,0.0
2089740,380,0.0
115,718,0.0
360,9,0.0
233,439,0.015384615384615385
99,578,0.0
428,512,0.0
634,349,0.0
666,699,0.0
370,25,0.05555555555555555
13,636,0.1111111111111111
719,188,0.0
394,67,0.0
136,202,0.0
225,360,0.0
149,67,0.0
573,557,0.08333333333333333
521,713,0.0
267,518,0.11825935436537051
837,518,0.0
318,364,0.0
795,673,0.0
784,852,0.0
755,897,0.1
12081,394,0.0
316,296,0.0
758,122,0.056990881458966566
13,856,0.0
9,371,0.0
49,840,0.0
475,267,0.0
360,225,0.0
360,342,0.025
1384652,781,0.038461538461538464
722,308,0.0
238,224,0.0
381,17,0.0
799,203,0.0
722,44,0.0
891,657,0.03571428571428571
122,108465,0.038461538461538464
627,372,0.0
889,598,0.047619047619047616
372,813,0.0
457,137,0.16666666666666666
697,371,0.0
888,2521991,0.0
299,722,0.0
373,203,0.0
876,914,0.0
615,657,0.015384615384615385
522,605,0.0
67,680,0.0
741,27687,0.0
795,547,0.05263157894736842
785,13,0.0
503,58,0.0
837,235,0.3333333333333333
699,842,0.0
571,406,0.0
634,22,0.0
33,194,0.0
547,371,0.0
1,116,0.0
922,305,0.0
186,316,0.0
876,26,0.08333333333333333
611,795,0.0
117,751,0.0
383,49,0.16847826086956522
266,748,0.0
521,634,0.0
2521991,2089740,0.0
202,541,0.0
528,567,0.0
363,615,0.0
716,888,0.0
541,370,0.0
362,538,0.0
9,888,0.0
922,799,0.0
224,58,0.1
91,67,0.0
383,563,0.125
51,188,0.02127659574468085
341,235,0.0
287,377,0.0
543,645,0.0
680,852,0.0
149,445,0.0
198,59,0.0
318,27687,0.0
430,390,0.0
636,483,0.0
475,279,0.0
486,49,0.047619047619047616
383,781,0.0
659,832,0.038461538461538464
765,444,0.0
419,889,0.058823529411764705
775,730,0.0
186,360,0.0
445,842,0.0
737,831,0.0
376,737,0.0
242,361,0.0
718,699,0.0
259,2521991,0.0
578,117,0.0
184,730,0.0
878,748,0.0
147,332,0.0
837,341,0.0
432,285,0.07692307692307693
512,224,0.0
784,203,0.0
832,645,0.0
838,722,0.0
765,108465,0.0
235,30,0.0
645,580,0.125
147,457,0.0
444,394,0.0
475,398,0.0
598,863,0.0
550,781,0.0
448,275,0.015384615384615385
332,279,0.0
299,636,0.05263157894736842
145,30,0.0
390,567,0.0
631,115,0.0
529,116,0.0
414,296,0.0
184,203,0.0
741,572,0.0
259,445,0.0
233,538,0.0
162,2089740,0.0
206,44,0.05555555555555555
46,457,0.0
46,373,0.0
206,457,0.06666666666666667
578,299,0.0
225,598,0.0
224,381,0.1
730,91,0.0
164,572,0.0
697,224,0.015384615384615385
312,292,0.0
613,184,0.0
60,748,0.0
832,193,0.047619047619047616
116,631,0.0
611,431,0.0
224,92,0.0
1384652,303,0.0
361,429,0.0
308,444,0.0
106,627,0.0
121,189,0.0
779,111,0.0
121,95,0.0
312,872,0.0
225,46,0.0
573,891,0.03571428571428571
205,718,0.0
475,322,0.0
25,534,0.0
206,362,0.0
277,889,0.0
541,137,0.0
795,838,0.0
680,34,0.25
514,342,0.11429279007666465
429,279,0.034482758620689655
85,430,0.0
657,613,0.0
26,149,0.0
765,737,0.0
147,390,0.0
634,292,0.0
383,730,0.20512820512820512
475,1384652,0.3055555555555555
627,631,0.0
529,170,0.0
266,745,0.0
722,369,0.0
147,264,0.09090909090909091
342,72,0.02127659574468085
259,42,0.0
721,376,0.0
615,680,0.029411764705882353
71,224,0.015384615384615385
657,430,0.0
308,512,0.0
225,571,0.0
457,85,0.0
700,332,0.0
316,349,0.0
296,657,0.015384615384615385
267,72,0.12946373024760482
309844,2089740,0.0
146270,627,0.0
891,349,0.0
390,96,0.0
149,588,0.05555555555555555
25,332,0.05555555555555555
99,888,0.0
147,163,0.0
796,37,0.0
9,550,0.0
713,184,0.0
361,75,0.0
392,332,0.05555555555555555
93,288,0.0
486,493,0.015384615384615385
536,316,0.0
779,810,0.0
376,234,0.0
5,831,0.0
91,116,0.2919133119696324
170,195,0.0
391,37,0.0
230,514,0.015384615384615385
781,299,0.0
784,145,0.0
543,231,0.0
71,312,0.0
30,299,0.08333333333333333
563,51,0.0
383,285,0.27692307692307694
67,791,0.0
373,611,0.0
35,61,0.0
277,838,0.1
609,111,0.0
551,394,0.0
259,146270,0.0
673,302,0.0
598,33,0.0
842,312,0.0
445,721,0.2857142857142857
563,327,0.0
302,58,0.0
722,459,0.0
332,699,0.0
203,302,0.0
810,108465,0.0
519,538,0.0
856,837,0.0
856,341,0.0
680,394,0.0
528,922,0.0
751,792,0.0
784,302,0.0
721,26,0.02127659574468085
512,572,0.0
699,573,0.0
72,634,0.0
316,796,0.0
34,326,0.0
123,111,0.0
398,799,0.0
95,722,0.0
493,666,0.0
611,71,0.07142857142857142
631,831,0.0
842,373,0.0
203,137,0.0
419,371,0.0
429,318,0.0
831,33,0.0
46,852,0.0
444,659,0.0
362,63,0.0
233,133,0.0
207,457,0.0
342,61,0.0
242,795,0.0
116,60,0.17787114845938373
115,136,0.02127659574468085
837,733,0.03571428571428571
123,311,0.0
784,713,0.0
714,146270,0.0
429,274,0.1
206,170,0.0
419,556,0.2268397237437485
108465,489,0.0
726,204,0.08681318681318681
863,121,0.0
371,740,0.0
17,184,0.0
163,111,0.0
198,25,0.034482758620689655
205,765,0.02127659574468085
770,184,0.0
889,514,0.0
519,157,0.0
697,572,0.0
108465,856,0.0
96,27687,0.0
149,377,0.0
834,292,0.0
206,51,0.02127659574468085
713,341,0.0
414,493,0.0
428,721,0.0
189,137,0.0
719,67,0.0
267,12081,0.0
204,782,0.07142857142857142
479,396,0.025
13,394,0.0
430,856,0.0
431,521,0.0
292,30,0.03571428571428571
157,71,0.0
327,611,0.025
631,863,0.0
445,706,0.025
396,72,0.0768321513002364
313,446,0.0
525,137,0.0
722,202,0.0
149,781,0.0
203,605,0.0
133,341,0.0
571,83,0.125
383,27687,0.06847826086956521
40,571,0.0
396,543,0.0
447,706,0.0
376,543,0.0
765,567,0.02127659574468085
423,303,0.0
512,26,0.0
332,115,0.0
83,206,0.025
357,719,0.0
60,63,0.0
713,277,0.1
299,580,0.0
304,27687,0.0625
733,615,0.015384615384615385
430,797,0.0
563,745,0.0
598,512,0.0
305,751,0.0
230,121,0.015384615384615385
1384652,357,0.3261054189504438
404,357,0.09871794871794871
108465,538,0.0
615,44,0.029411764705882353
840,680,0.0
234,42,0.0
621,247,0.0
58,341,0.08333333333333333
507,316,0.0
608,277,0.0
371,87,0.0
311,396,0.0
383,58,0.3875702728643905
380,703,0.125
645,751,0.0
188,106,0.03571428571428571
447,71,0.0
247,547,0.0
106,369,0.0
493,8,0.0
588,414,0.0
12081,232,0.0
71,390,0.0
402,67,0.0
363,2521991,0.0
288,186,0.0
193,667,0.058823529411764705
507,522,0.03571428571428571
832,445,0.0
631,285,0.0
13,219,0.0
792,536,0.0
755,429,0.0
404,34,0.1795183539864391
304,613,0.0625
779,147,0.0
580,459,0.0
147,195,0.0
207,856,0.0
95,391,0.0
713,838,0.1
398,713,0.0
67,17,0.0
116,34,0.2788180738743943
205,763,0.0
922,361,0.0
34,512,0.0
722,137,0.0
267,235,0.034482758620689655
657,445,0.015384615384615385
170,636,0.0
376,198,0.0
840,274,0.0
521,636,0.03571428571428571
143,12081,0.0
784,872,0.0
571,457,0.12916666666666665
917,322,0.0
296,17,0.0
203,457,0.0
398,791,0.0
1384652,232,0.0
722,512,0.0
360,164,0.0
631,257,0.0
309844,116,0.22960992907801417
447,184,0.0
445,184,0.015384615384615385
332,878,0.0
316,536,0.0
437,296,0.015384615384615385
852,785,0.0
275,432,0.015384615384615385
394,76,0.0
428,462,0.0
186,567,0.015384615384615385
627,233,0.0
745,486,0.0
327,741,0.0
33,219,0.0
430,9,0.0
428,657,0.0
193,13,0.0
636,578,0.0
741,557,0.0
76,122,0.0
613,25,0.0
398,361,0.0
231,198,0.0
528,26,0.0
34,422,0.015384615384615385
33,878,0.0
527,507,0.0
543,568,0.0
507,673,0.0
700,614,0.0
825,364,0.0
205,719,0.0
157,238,0.0
136,224,0.0
538,12081,0.0
621,309844,0.0
483,312,0.0
888,637,0.0
534,706,0.025
39,876,0.0
205,402,0.0
729,627,0.0
514,729,0.10962246040633498
673,13,0.0
25,611,0.0
198,188,0.0
529,67,0.0
164,538,0.0
404,370,0.14285714285714285
543,527,0.0
714,605,0.0
572,376,0.0
914,834,0.0
235,1,0.0
122,39,0.03571428571428571
547,645,0.0
392,588,0.0
556,95,0.0
76,529,0.0
274,719,0.0
563,580,0.0
371,232,0.0
67,326,0.0
634,257,0.0
447,302,0.0
194,27687,0.06847826086956521
527,730,0.0
133,12081,0.0
219,372,0.0
795,264,0.0
567,55,0.02127659574468085
318,825,0.0
238,121,0.0
364,27687,0.0
722,93,0.0
446,200,0.06666666666666667
170,444,0.0
188,673,0.0
170,309844,0.0
737,615,0.0
729,27687,0.0
349,447,0.0
613,40,0.02127659574468085
267,369,0.0
232,44,0.0
722,493,0.0
446,1384652,0.0
781,63,0.0
9,572,0.0
667,763,0.0
162,147,0.0
518,813,0.02127659574468085
234,170,0.0
1,317,0.0
706,357,0.025
42,503,0.0
147,878,0.0
404,547,0.05263157894736842
573,85,0.0
233,727,0.0
718,571,0.0
588,225,0.0
116,419,0.3331367162249515
872,741,0.0
35,8,0.0
796,621,0.0
373,519,0.0
311,1384652,0.0
267,77,0.0
751,745,0.0
75,727,0.0
729,377,0.0
872,916,0.0
447,106,0.0
2521991,202,0.0
667,288,0.0
729,831,0.0
567,391,0.0
627,303,0.0
727,267,0.0
317,123,0.0
568,751,0.0
897,726,0.1
71,157,0.0
614,332,0.0
266,44,0.0
275,75,0.0
891,203,0.0
77,292,0.0
279,123,0.0
598,840,0.0
563,46,0.0
636,46,0.0
394,700,0.0
914,863,0.0
322,748,0.0
95,716,0.0
922,22,0.0
377,863,0.0
304,170,0.0
202,404,0.015384615384615385
445,332,0.015384615384615385
279,439,0.0
422,580,0.0
621,765,0.0
525,529,0.0
274,745,0.0
60,719,0.0
457,917,0.0
657,588,0.0
489,578,0.0
483,259,0.0
609,432,0.0
313,503,0.0
200,117,0.02127659574468085
205,842,0.0
563,25,0.0
391,383,0.0
876,193,0.0
224,831,0.0
312,372,0.08333333333333333
796,99,0.0
25,111,0.0
233,92,0.14285714285714285
111,63,0.0
136,782,0.0
825,193,0.0
429,922,0.0
204,619,0.015384615384615385
257,627,0.0
275,12081,0.0
316,224,0.0
713,360,0.0
619,304,0.0
419,703,0.0
200,619,0.0
493,423,0.16979638009049774
614,645,0.0
840,198,0.0
740,429,0.0
856,878,0.0
108465,287,0.0
729,9,0.0
111,317,0.0
9,722,0.0
316,95,0.0
362,729,0.0
878,122,0.0
230,406,0.015384615384615385
785,758,0.0
430,264,0.0
631,547,0.0
917,26,0.0
85,122,0.0
204,634,0.0
423,219,0.0
370,840,0.0
522,631,0.0
556,571,0.2
457,613,0.0625
12081,722,0.0
264,247,0.0
459,383,0.0
422,189,0.0
394,448,0.0
200,608,0.0
758,795,0.0
673,810,0.0
381,75,0.15441176470588236
727,797,0.0
92,551,0.09126984126984126
429,361,0.0
380,741,0.0
479,733,0.03571428571428571
512,275,0.0
550,205,0.0
195,572,0.0
479,525,0.0
842,5,0.0
384,145,0.0
615,897,0.0
615,876,0.0
377,763,0.09090909090909091
578,751,0.0
1,645,0.0
673,108465,0.029411764705882353
722,364,0.0
390,49,0.0
556,765,0.0
2521991,106,0.0
71,259,0.0
745,17,0.0
275,431,0.0
733,76,0.0
117,360,0.0
614,721,0.14627659574468085
897,46,0.0
292,170,0.0
619,277,0.029411764705882353
2521991,872,0.0
737,341,0.0
242,578,0.0
238,188,0.0
55,636,0.0
257,377,0.0
287,797,0.0
390,614,0.0
518,659,0.0
234,8,0.25
238,891,0.0
342,392,0.0
834,318,0.0
733,37,0.015384615384615385
483,457,0.0
369,838,0.0
341,430,0.0
489,75,0.15000000000000002
46,77,0.0
740,275,0.0
422,17,0.0
146270,303,0.0
33,58,0.045454545454545456
136,332,0.0
1,83,0.0
137,439,0.0
327,479,0.06346153846153846
12081,184,0.0
46,557,0.0
350,741,0.0
636,810,0.0
706,279,0.0
230,792,0.0
392,423,0.0
428,372,0.0
25,730,0.0
108465,2521991,0.0
288,605,0.0
842,27687,0.0
309844,42,0.02127659574468085
659,234,0.0
9,231,0.0
763,721,0.0
837,573,0.0
391,206,0.0
232,206,0.0
775,637,0.0
164,605,0.0
136,219,0.0
697,578,0.0
432,737,0.0
349,266,0.0
398,149,0.0
299,706,0.0
406,608,0.4538461538461539
432,797,0.0
391,195,0.0
837,557,0.0
580,613,0.0
106,111,0.0
164,448,0.0
302,538,0.0
162,71,0.18205128205128204
657,302,0.0
621,876,0.0
13,825,0.0
299,507,0.0
445,5,0.015384615384615385
729,58,0.0
770,49,0.0
309844,232,0.0
713,136,0.0
792,775,0.0
390,5,0.058823529411764705
275,2089740,0.0
398,716,0.0
200,377,0.0
551,791,0.0
507,8,0.0
61,609,0.0
106,25,0.08448275862068966
726,123,0.0
429,162,0.0
521,303,0.0
891,534,0.0
423,93,0.0
598,312,0.0
207,58,0.038461538461538464
573,429,0.0
275,350,0.015384615384615385
637,46,0.038461538461538464
234,813,0.0
61,863,0.0
697,279,0.0
186,745,0.0
203,259,0.0
370,627,0.0
507,234,0.25
232,184,0.0
572,391,0.1
108465,122,0.038461538461538464
363,573,0.0
608,51,0.015384615384615385
713,518,0.0
349,372,0.0
380,372,0.08333333333333333
342,380,0.0
799,727,0.0
447,198,0.0
572,888,0.0
528,370,0.0
840,729,0.0
889,257,0.0
371,430,0.0
703,636,0.05263157894736842
1,792,0.0
383,92,0.26695820172040446
200,394,0.0
863,917,0.0
863,71,0.0
225,842,0.0
327,123,0.025
483,889,0.0
419,525,0.2222222222222222
61,264,0.0
189,302,0.0
357,447,0.20833333333333331
475,383,0.16666666666666666
311,571,0.0
598,116,0.0
37,371,0.0
475,567,0.16666666666666666
370,391,0.0
309844,700,0.0
838,279,0.0
718,233,0.0
363,316,0.0
206,722,0.0
838,275,0.0
527,277,0.1641337386018237
703,202,0.0
571,202,0.0
627,267,0.0
147,136,0.23376623376623376
390,527,0.03571428571428571
76,479,0.0
369,384,0.0
162,22,0.015384615384615385
842,745,0.0
362,8,0.0
26,143,0.0
872,856,0.0
876,637,0.1111111111111111
486,856,0.0
2089740,437,0.0
1,5,0.0
572,423,0.0
621,303,0.0
116,758,0.11254643701452212
46,479,0.038461538461538464
202,897,0.0
571,85,0.0
247,613,0.0
727,59,0.0
26,797,0.0
1,360,0.0
234,55,0.0
605,792,0.0
518,136,0.02127659574468085
889,430,0.0
83,615,0.0
825,342,0.0
55,288,0.0
536,317,0.0
588,203,0.0
852,326,0.0
785,26,0.0
813,224,0.0
259,784,0.0
27687,716,0.0
512,13,0.03571428571428571
341,431,0.0625
837,615,0.0
12081,825,0.0
205,556,0.05263157894736842
791,613,0.0
571,99,0.0
810,357,0.015384615384615385
483,49,0.0
59,856,0.0
578,147,0.0
143,697,0.0
541,390,0.0
44,275,0.0
341,842,0.03571428571428571
305,795,0.125
462,203,0.0
580,30,0.03571428571428571
758,305,0.0
631,571,0.0
748,193,0.047619047619047616
361,402,0.0
326,40,0.0
361,5,0.0
598,26,0.0
486,376,0.0
145,726,0.0
247,852,0.0
311,205,0.0
22,39,0.0
13,96,0.0
35,680,0.03571428571428571
722,205,0.0
91,770,0.14285714285714285
512,414,0.0
611,225,0.0
186,25,0.0
149,204,0.0
598,636,0.0
369,364,0.0
745,636,0.0
259,613,0.0
377,872,0.0
680,792,0.0
164,186,0.0
377,376,0.0
8,264,0.0
722,207,0.0
350,194,0.0
838,611,0.0
219,398,0.0
645,59,0.0
489,726,0.0510989010989011
745,392,0.0
888,49,0.0
402,305,0.0
377,657,0.0
703,700,0.0
372,838,0.0
748,580,0.0
49,459,0.0
349,46,0.0
76,77,0.058823529411764705
551,5,0.06666666666666667
75,447,0.0
878,396,0.0
332,87,0.0
423,888,0.03571428571428571
479,146270,0.0
657,422,0.015384615384615385
296,782,0.0
700,58,0.0
111,419,0.03571428571428571
457,525,0.0
512,863,0.0
525,364,0.0
87,914,0.0
264,372,0.0
99,123,0.0
398,541,0.0
737,700,0.0
758,277,0.05575935436537051
1,55,0.0
76,889,0.10644257703081232
267,740,0.0
373,384,0.0
831,369,0.0
292,12081,0.0
404,362,0.0
571,17,0.125
825,567,0.0
257,782,0.0
398,25,0.05
233,39,0.0
727,861,0.0
621,745,0.0
525,1384652,0.1875
380,667,0.058823529411764705
349,371,0.0
305,619,0.0
840,39,0.0
538,861,0.0
547,238,0.0
30,609,0.0
264,394,0.0
396,634,0.0
145,578,0.0
741,519,0.0
740,364,0.0
834,383,0.0
95,341,0.0
224,111,0.0
71,303,0.0
287,8,0.0
406,342,0.30629370629370634
567,396,0.02127659574468085
861,551,0.0
666,439,0.0
457,164,0.0
327,59,0.0
522,25,0.038461538461538464
277,234,0.0
795,852,0.0
697,170,0.0
621,428,0.0
121,303,0.0
657,528,0.0
740,122,0.038461538461538464
42,459,0.0
116,204,0.1889957264957265
534,390,0.0
83,770,0.025
40,745,0.0
703,33,0.0
840,721,0.0
372,831,0.0
384,296,0.015384615384615385
666,40,0.0
852,431,0.0
117,718,0.0
238,257,0.0
364,292,0.0
703,837,0.0
459,785,0.0
489,457,0.0
459,631,0.0
381,341,0.0
406,58,0.24048174048174048
437,659,0.0
567,342,0.03666121112929624
309844,342,0.02127659574468085
77,106,0.0
350,371,0.0
360,791,0.0
93,376,0.0
121,627,0.0
303,837,0.0
58,2521991,0.0
680,796,0.0
765,58,0.0
507,341,0.0
274,312,0.08333333333333333
614,784,0.0
914,288,0.0
207,878,0.0
279,361,0.0
745,917,0.0
312,611,0.0
305,483,0.0
673,35,0.0
489,775,0.0
143,726,0.0
831,459,0.0
157,667,0.0
369,834,0.0
721,861,0.0
318,342,0.0
332,361,0.0
608,447,0.0
234,657,0.0
234,317,0.0
1,287,0.0
266,775,0.0
202,224,0.015384615384615385
37,92,0.03571428571428571
91,751,0.0
541,825,0.0
740,384,0.038461538461538464
12081,274,0.0
225,317,0.0
419,878,0.1
534,432,0.0
369,61,0.0
225,914,0.0
842,302,0.0
230,327,0.015384615384615385
369,667,0.0
137,17,0.03571428571428571
308,751,0.0
308,96,0.0
83,111,0.0
527,267,0.056990881458966566
810,447,0.1
200,186,0.0
189,370,0.0
380,571,0.0
726,206,0.02127659574468085
799,528,0.0
364,316,0.0
507,146270,0.0
71,308,0.0510989010989011
609,274,0.0
765,242,0.0
813,203,0.0
380,727,0.0
503,207,0.0
26,527,0.056990881458966566
396,627,0.0
556,371,0.0
521,136,0.0
534,619,0.0
193,232,0.0
719,572,0.0
785,133,0.0
195,277,0.1
145,791,0.0
27687,149,0.0
578,376,0.0
157,431,0.0
751,541,0.0
636,398,0.0
527,525,0.14627659574468085
266,863,0.0
796,204,0.0
614,703,0.0
46,588,0.0
763,17,0.047619047619047616
384,550,0.0
406,198,0.0
342,370,0.08333333333333333
390,1,0.0
312,384,0.0
797,279,0.034482758620689655
795,514,0.0
563,795,0.0
219,556,0.0
67,274,0.0
437,512,0.0
459,518,0.0
193,363,0.0
35,13,0.0
203,396,0.0
149,63,0.0
863,598,0.0
231,115,0.0
363,666,0.0
445,667,0.015384615384615385
287,514,0.0
611,362,0.0
63,837,0.0
419,503,0.058823529411764705
361,428,0.0
404,1,0.0
445,781,0.0
519,22,0.0
326,447,0.0
551,578,0.0
143,423,0.0
878,733,0.0
200,304,0.0
95,557,0.0
332,123,0.0
1384652,527,0.43037883169462116
33,588,0.0
518,528,0.06666666666666667
63,316,0.0
77,529,0.0
143,782,0.0
67,636,0.0
611,657,0.0
852,588,0.0
219,264,0.0
266,186,0.0
350,525,0.0
785,556,0.0
714,308,0.058823529411764705
706,157,0.0
309844,872,0.0
373,751,0.0
234,380,0.03571428571428571
200,872,0.0
888,157,0.0
61,267,0.0
322,274,0.0
782,146270,0.0
479,541,0.025
666,392,0.0
493,751,0.05263157894736842
274,121,0.0
193,184,0.0
737,93,0.0
122,503,0.0
44,396,0.10818713450292397
713,770,0.0
370,363,0.0
631,8,0.0
439,42,0.0
428,396,0.0
659,657,0.0
308,390,0.0
238,67,0.0
361,85,0.0
770,518,0.0
234,332,0.14285714285714285
9,111,0.0
779,75,0.0
349,40,0.0
419,37,0.015384615384615385
917,145,0.0
55,775,0.0
645,636,0.0
341,713,0.0
39,242,0.0
832,322,0.0
39,726,0.03571428571428571
136,613,0.02127659574468085
202,755,0.0
448,922,0.0
721,292,0.0
341,234,0.0
390,145,0.0
1,72,0.0
361,722,0.0
799,349,0.0
322,737,0.034482758620689655
448,13,0.0
26,667,0.015384615384615385
117,219,0.0
503,755,0.0
398,614,0.0
233,916,0.0
613,390,0.0
122,404,0.2707335715174461
349,428,0.0
93,369,0.0
163,556,0.0
136,204,0.0
231,657,0.015384615384615385
716,889,0.0
431,326,0.0
170,2521991,0.0
5,369,0.029411764705882353
719,99,0.0
748,876,0.0
267,432,0.1778846153846154
547,422,0.029411764705882353
317,360,0.0
170,259,0.0
311,861,0.0
637,162,0.015384615384615385
242,231,0.0
479,838,0.0
439,311,0.0
92,419,0.14821428571428572
92,557,0.0
8,63,0.0
813,430,0.0
26,700,0.0
611,143,0.0
534,108465,0.125
796,447,0.0
699,30,0.06512605042016806
444,58,0.0
371,37,0.0
203,791,0.0
259,475,0.0
667,810,0.015384615384615385
194,431,0.0
392,475,0.2
613,380,0.0
697,61,0.0
91,242,0.0
514,631,0.045454545454545456
758,614,0.02127659574468085
