u,v,CN
318,37,0
71,834,0
44,429,0
763,189,0
730,234,0
162,357,2
700,136,0
242,527,0
745,888,0
758,106,2
188,431,0
369,680,1
578,390,0
667,714,0
721,85,0
49,507,0
437,876,0
733,1384652,1
714,888,0
267,745,0
44,376,0
611,763,0
207,392,0
231,706,0
184,189,0
27687,479,1
445,838,0
349,914,0
922,536,0
872,35,0
25,1384652,6
479,557,1
634,781,0
706,462,0
230,264,0
719,782,1
700,232,0
63,394,0
55,529,0
357,437,4
729,2089740,0
9,332,0
383,341,3
30,96,0
267,137,2
117,390,0
184,758,0
34,224,2
42,332,0
67,85,0
740,380,0
423,370,2
536,342,0
673,285,0
876,275,0
917,380,0
483,697,0
825,737,0
370,751,0
93,856,0
784,350,0
363,136,0
718,72,0
541,312,0
318,872,0
396,714,0
718,51,0
13,396,0
784,636,0
123,198,0
567,206,1
431,377,0
727,659,0
748,111,0
402,614,0
143,740,0
193,634,0
362,519,0
72,666,0
763,781,0
876,22,0
861,1,0
92,149,0
332,547,0
121,369,1
419,369,0
2089740,380,0
115,718,0
360,9,0
233,439,1
99,578,0
428,512,0
634,349,0
666,699,0
370,25,1
13,636,1
719,188,0
394,67,0
136,202,0
225,360,0
149,67,0
573,557,1
521,713,0
267,518,3
837,518,0
318,364,0
795,673,0
784,852,0
755,897,1
12081,394,0
316,296,0
758,122,2
13,856,0
9,371,0
49,840,0
475,267,0
360,225,0
360,342,1
1384652,781,1
722,308,0
238,224,0
381,17,0
799,203,0
722,44,0
891,657,1
122,108465,1
627,372,0
889,598,1
372,813,0
457,137,1
697,371,0
888,2521991,0
299,722,0
373,203,0
876,914,0
615,657,1
522,605,0
67,680,0
741,27687,0
795,547,1
785,13,0
503,58,0
837,235,1
699,842,0
571,406,0
634,22,0
33,194,0
547,371,0
1,116,0
922,305,0
186,316,0
876,26,1
611,795,0
117,751,0
383,49,2
266,748,0
521,634,0
2521991,2089740,0
202,541,0
528,567,0
363,615,0
716,888,0
541,370,0
362,538,0
9,888,0
922,799,0
224,58,1
91,67,0
383,563,1
51,188,1
341,235,0
287,377,0
543,645,0
680,852,0
149,445,0
198,59,0
318,27687,0
430,390,0
636,483,0
475,279,0
486,49,1
383,781,0
659,832,1
765,444,0
419,889,1
775,730,0
186,360,0
445,842,0
737,831,0
376,737,0
242,361,0
718,699,0
259,2521991,0
578,117,0
184,730,0
878,748,0
147,332,0
837,341,0
432,285,1
512,224,0
784,203,0
832,645,0
838,722,0
765,108465,0
235,30,0
645,580,2
147,457,0
444,394,0
475,398,0
598,863,0
550,781,0
448,275,1
332,279,0
299,636,1
145,30,0
390,567,0
631,115,0
529,116,0
414,296,0
184,203,0
741,572,0
259,445,0
233,538,0
162,2089740,0
206,44,1
46,457,0
46,373,0
206,457,1
578,299,0
225,598,0
224,381,1
730,91,0
164,572,0
697,224,1
312,292,0
613,184,0
60,748,0
832,193,1
116,631,0
611,431,0
224,92,0
1384652,303,0
361,429,0
308,444,0
106,627,0
121,189,0
779,111,0
121,95,0
312,872,0
225,46,0
573,891,1
205,718,0
475,322,0
25,534,0
206,362,0
277,889,0
541,137,0
795,838,0
680,34,1
514,342,4
429,279,1
85,430,0
657,613,0
26,149,0
765,737,0
147,390,0
634,292,0
383,730,2
475,1384652,3
627,631,0
529,170,0
266,745,0
722,369,0
147,264,1
342,72,1
259,42,0
721,376,0
615,680,1
71,224,1
657,430,0
308,512,0
225,571,0
457,85,0
700,332,0
316,349,0
296,657,1
267,72,3
309844,2089740,0
146270,627,0
891,349,0
390,96,0
149,588,1
25,332,1
99,888,0
147,163,0
796,37,0
9,550,0
713,184,0
361,75,0
392,332,1
93,288,0
486,493,1
536,316,0
779,810,0
376,234,0
5,831,0
91,116,6
170,195,0
391,37,0
230,514,1
781,299,0
784,145,0
543,231,0
71,312,0
30,299,1
563,51,0
383,285,2
67,791,0
373,611,0
35,61,0
277,838,1
609,111,0
551,394,0
259,146270,0
673,302,0
598,33,0
842,312,0
445,721,2
563,327,0
302,58,0
722,459,0
332,699,0
203,302,0
810,108465,0
519,538,0
856,837,0
856,341,0
680,394,0
528,922,0
751,792,0
784,302,0
721,26,1
512,572,0
699,573,0
72,634,0
316,796,0
34,326,0
123,111,0
398,799,0
95,722,0
493,666,0
611,71,2
631,831,0
842,373,0
203,137,0
419,371,0
429,318,0
831,33,0
46,852,0
444,659,0
362,63,0
233,133,0
207,457,0
342,61,0
242,795,0
116,60,3
115,136,1
837,733,1
123,311,0
784,713,0
714,146270,0
429,274,1
206,170,0
419,556,4
108465,489,0
726,204,2
863,121,0
371,740,0
17,184,0
163,111,0
198,25,1
205,765,1
770,184,0
889,514,0
519,157,0
697,572,0
108465,856,0
96,27687,0
149,377,0
834,292,0
206,51,1
713,341,0
414,493,0
428,721,0
189,137,0
719,67,0
267,12081,0
204,782,1
479,396,1
13,394,0
430,856,0
431,521,0
292,30,1
157,71,0
327,611,1
631,863,0
445,706,1
396,72,2
313,446,0
525,137,0
722,202,0
149,781,0
203,605,0
133,341,0
571,83,1
383,27687,2
40,571,0
396,543,0
447,706,0
376,543,0
765,567,1
423,303,0
512,26,0
332,115,0
83,206,1
357,719,0
60,63,0
713,277,1
299,580,0
304,27687,1
733,615,1
430,797,0
563,745,0
598,512,0
305,751,0
230,121,1
1384652,357,8
404,357,2
108465,538,0
615,44,1
840,680,0
234,42,0
621,247,0
58,341,1
507,316,0
608,277,0
371,87,0
311,396,0
383,58,6
380,703,1
645,751,0
188,106,1
447,71,0
247,547,0
106,369,0
493,8,0
588,414,0
12081,232,0
71,390,0
402,67,0
363,2521991,0
288,186,0
193,667,1
507,522,1
832,445,0
631,285,0
13,219,0
792,536,0
755,429,0
404,34,3
304,613,1
779,147,0
580,459,0
147,195,0
207,856,0
95,391,0
713,838,1
398,713,0
67,17,0
116,34,5
205,763,0
922,361,0
34,512,0
722,137,0
267,235,1
657,445,1
170,636,0
376,198,0
840,274,0
521,636,1
143,12081,0
784,872,0
571,457,2
917,322,0
296,17,0
203,457,0
398,791,0
1384652,232,0
722,512,0
360,164,0
631,257,0
309844,116,3
447,184,0
445,184,1
332,878,0
316,536,0
437,296,1
852,785,0
275,432,1
394,76,0
428,462,0
186,567,1
627,233,0
745,486,0
327,741,0
33,219,0
430,9,0
428,657,0
193,13,0
636,578,0
741,557,0
76,122,0
613,25,0
398,361,0
231,198,0
528,26,0
34,422,1
33,878,0
527,507,0
543,568,0
507,673,0
700,614,0
825,364,0
205,719,0
157,238,0
136,224,0
538,12081,0
621,309844,0
483,312,0
888,637,0
534,706,1
39,876,0
205,402,0
729,627,0
514,729,3
673,13,0
25,611,0
198,188,0
529,67,0
164,538,0
404,370,1
543,527,0
714,605,0
572,376,0
914,834,0
235,1,0
122,39,1
547,645,0
392,588,0
556,95,0
76,529,0
274,719,0
563,580,0
371,232,0
67,326,0
634,257,0
447,302,0
194,27687,2
527,730,0
133,12081,0
219,372,0
795,264,0
567,55,1
318,825,0
238,121,0
364,27687,0
722,93,0
446,200,1
170,444,0
188,673,0
170,309844,0
737,615,0
729,27687,0
349,447,0
613,40,1
267,369,0
232,44,0
722,493,0
446,1384652,0
781,63,0
9,572,0
667,763,0
162,147,0
518,813,1
234,170,0
1,317,0
706,357,1
42,503,0
147,878,0
404,547,1
573,85,0
233,727,0
718,571,0
588,225,0
116,419,6
872,741,0
35,8,0
796,621,0
373,519,0
311,1384652,0
267,77,0
751,745,0
75,727,0
729,377,0
872,916,0
447,106,0
2521991,202,0
667,288,0
729,831,0
567,391,0
627,303,0
727,267,0
317,123,0
568,751,0
897,726,1
71,157,0
614,332,0
266,44,0
275,75,0
891,203,0
77,292,0
279,123,0
598,840,0
563,46,0
636,46,0
394,700,0
914,863,0
322,748,0
95,716,0
922,22,0
377,863,0
304,170,0
202,404,1
445,332,1
279,439,0
422,580,0
621,765,0
525,529,0
274,745,0
60,719,0
457,917,0
657,588,0
489,578,0
483,259,0
609,432,0
313,503,0
200,117,1
205,842,0
563,25,0
391,383,0
876,193,0
224,831,0
312,372,1
796,99,0
25,111,0
233,92,1
111,63,0
136,782,0
825,193,0
429,922,0
204,619,1
257,627,0
275,12081,0
316,224,0
713,360,0
619,304,0
419,703,0
200,619,0
493,423,3
614,645,0
840,198,0
740,429,0
856,878,0
108465,287,0
729,9,0
111,317,0
9,722,0
316,95,0
362,729,0
878,122,0
230,406,1
785,758,0
430,264,0
631,547,0
917,26,0
85,122,0
204,634,0
423,219,0
370,840,0
522,631,0
556,571,1
457,613,1
12081,722,0
264,247,0
459,383,0
422,189,0
394,448,0
200,608,0
758,795,0
673,810,0
381,75,2
727,797,0
92,551,2
429,361,0
380,741,0
479,733,1
512,275,0
550,205,0
195,572,0
479,525,0
842,5,0
384,145,0
615,897,0
615,876,0
377,763,1
578,751,0
1,645,0
673,108465,1
722,364,0
390,49,0
556,765,0
2521991,106,0
71,259,0
745,17,0
275,431,0
733,76,0
117,360,0
614,721,2
897,46,0
292,170,0
619,277,1
2521991,872,0
737,341,0
242,578,0
238,188,0
55,636,0
257,377,0
287,797,0
390,614,0
518,659,0
234,8,1
238,891,0
342,392,0
834,318,0
733,37,1
483,457,0
369,838,0
341,430,0
489,75,2
46,77,0
740,275,0
422,17,0
146270,303,0
33,58,1
136,332,0
1,83,0
137,439,0
327,479,2
12081,184,0
46,557,0
350,741,0
636,810,0
706,279,0
230,792,0
392,423,0
428,372,0
25,730,0
108465,2521991,0
288,605,0
842,27687,0
309844,42,1
659,234,0
9,231,0
763,721,0
837,573,0
391,206,0
232,206,0
775,637,0
164,605,0
136,219,0
697,578,0
432,737,0
349,266,0
398,149,0
299,706,0
406,608,4
432,797,0
391,195,0
837,557,0
580,613,0
106,111,0
164,448,0
302,538,0
162,71,2
657,302,0
621,876,0
13,825,0
299,507,0
445,5,1
729,58,0
770,49,0
309844,232,0
713,136,0
792,775,0
390,5,1
275,2089740,0
398,716,0
200,377,0
551,791,0
507,8,0
61,609,0
106,25,2
726,123,0
429,162,0
521,303,0
891,534,0
423,93,0
598,312,0
207,58,1
573,429,0
275,350,1
637,46,1
234,813,0
61,863,0
697,279,0
186,745,0
203,259,0
370,627,0
507,234,1
232,184,0
572,391,1
108465,122,1
363,573,0
608,51,1
713,518,0
349,372,0
380,372,1
342,380,0
799,727,0
447,198,0
572,888,0
528,370,0
840,729,0
889,257,0
371,430,0
703,636,1
1,792,0
383,92,5
200,394,0
863,917,0
863,71,0
225,842,0
327,123,1
483,889,0
419,525,2
61,264,0
189,302,0
357,447,2
475,383,1
311,571,0
598,116,0
37,371,0
475,567,1
370,391,0
309844,700,0
838,279,0
718,233,0
363,316,0
206,722,0
838,275,0
527,277,2
703,202,0
571,202,0
627,267,0
147,136,2
390,527,1
76,479,0
369,384,0
162,22,1
842,745,0
362,8,0
26,143,0
872,856,0
876,637,1
486,856,0
2089740,437,0
1,5,0
572,423,0
621,303,0
116,758,3
46,479,1
202,897,0
571,85,0
247,613,0
727,59,0
26,797,0
1,360,0
234,55,0
605,792,0
518,136,1
889,430,0
83,615,0
825,342,0
55,288,0
536,317,0
588,203,0
852,326,0
785,26,0
813,224,0
259,784,0
27687,716,0
512,13,1
341,431,1
837,615,0
12081,825,0
205,556,1
791,613,0
571,99,0
810,357,1
483,49,0
59,856,0
578,147,0
143,697,0
541,390,0
44,275,0
341,842,1
305,795,1
462,203,0
580,30,1
758,305,0
631,571,0
748,193,1
361,402,0
326,40,0
361,5,0
598,26,0
486,376,0
145,726,0
247,852,0
311,205,0
22,39,0
13,96,0
35,680,1
722,205,0
91,770,1
512,414,0
611,225,0
186,25,0
149,204,0
598,636,0
369,364,0
745,636,0
259,613,0
377,872,0
680,792,0
164,186,0
377,376,0
8,264,0
722,207,0
350,194,0
838,611,0
219,398,0
645,59,0
489,726,2
745,392,0
888,49,0
402,305,0
377,657,0
703,700,0
372,838,0
748,580,0
49,459,0
349,46,0
76,77,1
551,5,1
75,447,0
878,396,0
332,87,0
423,888,1
479,146270,0
657,422,1
296,782,0
700,58,0
111,419,1
457,525,0
512,863,0
525,364,0
87,914,0
264,372,0
99,123,0
398,541,0
737,700,0
758,277,2
1,55,0
76,889,2
267,740,0
373,384,0
831,369,0
292,12081,0
404,362,0
571,17,1
825,567,0
257,782,0
398,25,1
233,39,0
727,861,0
621,745,0
525,1384652,2
380,667,1
349,371,0
305,619,0
840,39,0
538,861,0
547,238,0
30,609,0
264,394,0
396,634,0
145,578,0
741,519,0
740,364,0
834,383,0
95,341,0
224,111,0
71,303,0
287,8,0
406,342,3
567,396,1
861,551,0
666,439,0
457,164,0
327,59,0
522,25,1
277,234,0
795,852,0
697,170,0
621,428,0
121,303,0
657,528,0
740,122,1
42,459,0
116,204,3
534,390,0
83,770,1
40,745,0
703,33,0
840,721,0
372,831,0
384,296,1
666,40,0
852,431,0
117,718,0
238,257,0
364,292,0
703,837,0
459,785,0
489,457,0
459,631,0
381,341,0
406,58,3
437,659,0
567,342,2
309844,342,1
77,106,0
350,371,0
360,791,0
93,376,0
121,627,0
303,837,0
58,2521991,0
680,796,0
765,58,0
507,341,0
274,312,1
614,784,0
914,288,0
207,878,0
279,361,0
745,917,0
312,611,0
305,483,0
673,35,0
489,775,0
143,726,0
831,459,0
157,667,0
369,834,0
721,861,0
318,342,0
332,361,0
608,447,0
234,657,0
234,317,0
1,287,0
266,775,0
202,224,1
37,92,1
91,751,0
541,825,0
740,384,1
12081,274,0
225,317,0
419,878,1
534,432,0
369,61,0
225,914,0
842,302,0
230,327,1
369,667,0
137,17,1
308,751,0
308,96,0
83,111,0
527,267,2
810,447,1
200,186,0
189,370,0
380,571,0
726,206,1
799,528,0
364,316,0
507,146270,0
71,308,2
609,274,0
765,242,0
813,203,0
380,727,0
503,207,0
26,527,2
396,627,0
556,371,0
521,136,0
534,619,0
193,232,0
719,572,0
785,133,0
195,277,1
145,791,0
27687,149,0
578,376,0
157,431,0
751,541,0
636,398,0
527,525,2
266,863,0
796,204,0
614,703,0
46,588,0
763,17,1
384,550,0
406,198,0
342,370,1
390,1,0
312,384,0
797,279,1
795,514,0
563,795,0
219,556,0
67,274,0
437,512,0
459,518,0
193,363,0
35,13,0
203,396,0
149,63,0
863,598,0
231,115,0
363,666,0
445,667,1
287,514,0
611,362,0
63,837,0
419,503,1
361,428,0
404,1,0
445,781,0
519,22,0
326,447,0
551,578,0
143,423,0
878,733,0
200,304,0
95,557,0
332,123,0
1384652,527,5
33,588,0
518,528,1
63,316,0
77,529,0
143,782,0
67,636,0
611,657,0
852,588,0
219,264,0
266,186,0
350,525,0
785,556,0
714,308,1
706,157,0
309844,872,0
373,751,0
234,380,1
200,872,0
888,157,0
61,267,0
322,274,0
782,146270,0
479,541,1
666,392,0
493,751,1
274,121,0
193,184,0
737,93,0
122,503,0
44,396,2
713,770,0
370,363,0
631,8,0
439,42,0
428,396,0
659,657,0
308,390,0
238,67,0
361,85,0
770,518,0
234,332,1
9,111,0
779,75,0
349,40,0
419,37,1
917,145,0
55,775,0
645,636,0
341,713,0
39,242,0
832,322,0
39,726,1
136,613,1
202,755,0
448,922,0
721,292,0
341,234,0
390,145,0
1,72,0
361,722,0
799,349,0
322,737,1
448,13,0
26,667,1
117,219,0
503,755,0
398,614,0
233,916,0
613,390,0
122,404,5
349,428,0
93,369,0
163,556,0
136,204,0
231,657,1
716,889,0
431,326,0
170,2521991,0
5,369,1
719,99,0
748,876,0
267,432,3
547,422,1
317,360,0
170,259,0
311,861,0
637,162,1
242,231,0
479,838,0
439,311,0
92,419,3
92,557,0
8,63,0
813,430,0
26,700,0
611,143,0
534,108465,1
796,447,0
699,30,2
444,58,0
371,37,0
203,791,0
259,475,0
667,810,1
194,431,0
392,475,1
613,380,0
697,61,0
91,242,0
514,631,1
758,614,1
189,842,0
93,311,0
392,316,0
111,362,0
637,613,0
799,422,0
277,83,0
447,673,0
856,205,0
856,122,0
402,371,0
621,108465,0
341,445,1
184,371,0
627,207,0
534,627,0
541,713,0
795,279,0
572,713,0
326,27687,1
342,422,1
318,279,0
83,71,0
87,699,0
551,503,0
317,444,0
445,637,2
795,136,0
784,316,0
59,71,1
422,527,1
318,831,0
825,71,0
372,342,1
37,796,0
541,381,0
437,578,0
381,718,1
26,92,3
446,550,0
770,309844,1
863,703,0
30,170,0
235,729,0
83,634,1
332,550,0
578,428,0
634,799,0
842,521,0
486,842,1
92,184,0
60,305,0
1,370,0
448,457,0
149,133,0
608,219,0
722,231,0
541,697,0
274,157,0
719,37,0
2089740,446,0
718,299,0
91,856,1
571,404,2
292,40,0
279,657,0
740,765,0
627,373,0
550,44,0
580,357,1
384,430,0
745,557,0
92,37,1
791,404,1
384,232,0
305,360,0
121,93,0
718,541,0
791,431,0
781,37,0
551,99,0
863,392,0
299,888,0
363,203,0
609,362,0
680,514,2
770,432,0
279,721,0
519,194,0
341,157,0
609,363,0
122,60,2
563,914,0
706,145,0
748,313,0
406,916,0
122,231,0
567,123,0
318,9,0
292,303,0
832,72,0
404,292,2
543,722,0
93,46,0
106,422,1
550,55,1
77,528,0
164,92,0
242,391,0
75,350,0
837,439,0
322,1,0
203,121,0
342,414,0
657,615,1
512,489,1
557,529,0
34,22,1
390,149,0
312,75,0
318,85,0
369,71,0
275,219,0
205,233,0
700,266,0
406,614,0
233,332,2
162,439,1
30,462,1
1,831,0
667,235,0
288,232,0
111,71,0
13,486,1
225,825,0
44,296,0
479,193,0
279,145,0
75,522,1
30,580,1
277,303,0
266,445,0
133,459,0
233,106,2
267,525,1
580,917,0
225,63,0
394,8,0
231,287,0
60,550,0
309844,71,0
714,147,0
296,538,0
184,76,0
13,551,3
519,550,0
136,730,0
361,384,0
791,796,0
123,779,0
615,137,0
745,842,0
37,111,0
322,518,1
613,26,1
233,1384652,3
311,373,0
34,784,1
225,673,0
897,390,0
233,350,1
162,775,0
383,308,2
479,37,0
797,578,0
296,840,0
528,198,0
327,462,0
219,770,0
274,380,1
8,550,0
613,706,0
2089740,398,0
578,72,0
188,115,1
224,157,0
825,758,0
115,784,0
46,369,0
30,63,0
1384652,285,1
115,779,0
55,406,0
99,842,0
697,39,0
431,195,0
266,205,0
659,285,0
813,95,0
136,414,1
861,341,0
512,792,0
782,547,0
25,398,1
257,34,2
834,30,0
75,136,0
203,713,0
259,147,0
170,716,0
528,380,0
547,206,0
419,748,0
308,726,2
308,439,1
392,371,0
75,429,0
242,431,0
309844,852,0
296,145,0
547,741,0
636,188,0
203,547,0
810,437,1
93,111,0
779,364,0
697,49,0
384,108465,1
2521991,206,0
716,302,0
370,697,0
202,200,0
700,645,0
522,63,0
391,914,0
308,238,0
522,322,0
1,916,0
370,27687,0
12081,457,0
770,350,0
317,304,0
312,309844,0
888,799,0
361,234,0
357,598,0
304,462,1
67,785,0
518,557,0
872,404,0
147,194,0
888,372,0
308,313,0
889,462,0
370,551,0
296,680,1
296,115,0
916,264,0
13,146270,0
12081,609,0
361,842,0
92,363,0
479,1384652,2
108465,634,0
922,406,0
96,146270,0
77,145,0
71,60,1
60,398,0
784,267,1
303,627,0
852,404,0
394,842,0
765,146270,0
889,2521991,0
288,834,0
551,775,0
198,889,0
745,605,0
447,444,0
149,572,0
667,1384652,2
444,342,0
580,755,0
313,519,0
30,12081,0
611,525,0
44,878,0
556,825,0
763,147,1
842,422,0
832,758,0
713,313,0
72,203,0
765,402,0
285,27687,0
914,462,1
619,608,1
431,149,0
729,275,1
95,380,0
137,91,2
716,673,0
557,341,1
259,781,0
376,567,0
567,414,0
598,288,0
377,12081,0
390,85,0
371,186,0
76,380,1
267,26,4
645,164,0
288,522,0
115,528,0
423,364,0
370,755,0
163,799,0
35,613,0
123,503,0
233,35,3
779,914,0
837,825,0
430,557,0
372,195,0
718,264,0
133,631,0
631,613,0
95,598,0
304,123,0
740,432,0
751,483,0
370,619,0
58,727,0
383,580,2
493,75,1
55,431,0
170,377,0
810,1384652,2
362,432,0
27687,96,0
840,703,0
205,357,0
567,568,0
206,432,0
91,55,4
578,863,0
204,342,1
609,186,0
721,67,0
863,507,0
398,2521991,0
714,578,1
703,550,0
837,718,1
914,1384652,0
619,645,0
680,194,0
796,726,2
837,578,0
95,475,0
25,514,0
431,147,0
26,572,1
369,785,0
5,234,0
342,33,1
224,813,0
274,770,0
322,296,0
35,309844,1
784,573,0
383,363,1
207,1,0
63,55,0
462,897,0
63,376,0
76,861,0
372,188,0
637,861,0
755,637,0
219,369,1
637,145,1
657,741,0
889,242,0
235,716,0
149,275,0
667,543,0
445,203,0
5,745,0
914,922,0
308,825,0
614,5,0
122,700,0
92,432,3
383,186,1
439,111,1
370,810,0
861,349,0
917,563,0
267,637,2
446,371,0
922,326,0
116,30,2
572,115,0
727,619,0
745,121,0
922,99,0
810,381,2
615,370,0
598,446,0
311,573,0
423,111,0
745,730,0
507,888,0
372,751,0
580,285,0
259,266,0
861,115,0
706,123,1
718,462,0
657,878,0
313,122,0
666,13,0
242,779,0
189,444,0
422,525,0
840,737,0
914,422,0
608,891,1
614,394,0
188,404,1
225,733,1
63,30,0
765,605,0
550,448,0
636,657,0
680,598,0
784,60,0
700,49,0
619,573,1
203,35,0
157,342,0
563,322,0
313,380,0
332,775,0
700,714,0
242,667,0
605,755,0
391,838,0
785,224,0
1384652,445,3
791,419,0
785,503,1
621,536,0
147,188,0
60,40,0
117,146270,0
76,437,0
543,444,0
512,233,0
22,740,0
95,657,0
304,203,0
431,349,0
360,448,0
543,146270,0
785,528,0
758,146270,0
588,371,0
304,9,0
423,462,2
136,1384652,2
430,238,1
538,792,0
852,162,0
383,313,0
71,567,1
878,35,0
8,232,0
288,137,1
17,834,0
63,242,0
115,170,0
522,627,0
380,437,0
763,430,0
512,234,0
133,42,0
462,404,0
364,529,0
519,42,0
448,876,0
22,194,0
423,563,0
350,360,0
428,876,0
680,659,0
274,556,0
149,76,0
163,428,0
755,299,0
459,507,0
313,876,0
108465,394,0
34,775,0
459,195,0
572,85,0
357,432,1
26,9,0
305,363,0
462,27687,0
27687,889,0
362,1384652,2
242,1384652,0
327,423,1
878,200,0
700,475,0
44,659,0
479,194,1
224,547,0
784,274,0
392,91,0
550,327,1
360,71,0
538,840,0
726,528,0
95,76,0
810,12081,0
377,571,0
392,184,0
891,279,0
483,203,0
25,528,0
699,785,0
419,782,0
285,77,0
235,200,0
46,327,2
318,186,0
224,550,0
550,370,0
428,377,0
35,49,1
572,459,0
327,238,0
721,373,0
122,42,3
796,430,0
422,133,1
266,770,0
72,763,1
852,645,0
316,83,0
349,200,0
872,431,0
631,96,0
108465,838,0
146270,392,0
259,543,0
659,2521991,0
534,27687,1
538,26,0
557,376,0
608,700,0
313,72,0
303,922,0
572,49,0
667,889,1
143,188,0
512,775,0
384,729,0
457,326,0
332,580,0
718,784,0
108465,876,0
730,825,0
1384652,77,1
634,233,0
396,202,3
810,35,2
621,631,0
371,164,0
49,77,0
588,189,0
381,419,3
93,832,0
106,42,0
528,634,0
292,33,0
311,312,0
785,837,0
285,832,0
791,277,0
917,72,0
95,59,0
615,493,2
726,541,0
195,563,0
304,571,2
143,733,0
194,341,1
206,831,0
483,758,2
834,146270,1
745,615,0
396,863,0
634,741,0
231,636,0
419,758,2
503,486,0
631,93,0
381,202,0
878,758,0
404,863,0
231,615,1
792,287,0
659,423,2
719,27687,0
763,475,0
567,888,0
680,63,0
422,394,1
76,170,0
813,863,0
680,364,0
512,17,0
922,534,0
202,234,0
527,758,1
402,163,0
111,285,0
157,673,0
522,726,2
598,730,0
613,745,0
137,755,0
525,861,0
745,489,0
75,525,0
145,342,0
39,444,0
207,398,0
813,398,0
95,431,0
402,238,0
573,392,1
722,404,0
755,740,0
791,737,0
361,285,0
145,856,0
274,296,0
26,571,1
317,87,0
311,758,0
46,831,0
157,275,0
567,404,3
775,27687,0
608,149,0
422,264,0
402,390,0
2521991,406,0
146270,285,0
713,49,0
309844,2521991,0
235,659,0
391,611,0
59,1,0
722,296,0
224,673,0
312,313,0
889,543,0
238,157,0
529,9,0
755,361,0
813,567,1
230,621,0
563,557,0
621,740,0
146270,721,1
613,518,1
206,852,0
92,85,0
459,557,0
447,143,0
44,547,2
242,304,0
609,275,0
242,536,0
852,143,0
748,2521991,0
572,362,0
795,609,0
136,2089740,0
342,143,0
25,556,4
309844,888,0
198,541,0
204,303,0
459,578,0
528,232,0
384,357,2
726,563,0
615,740,0
371,317,0
394,897,0
318,147,0
55,362,0
350,1,0
922,543,0
384,609,1
614,733,0
2521991,207,0
296,219,0
680,578,0
608,117,0
311,219,0
457,207,0
30,225,0
716,380,0
5,275,1
238,362,0
219,432,0
184,63,0
34,370,2
