u,v,AA
1025,588,0.0
1108,276,0.0
1193,1318,0.0
257,150,0.025
1366,245,0.0
95,311,0.0
886,1035,0.0
437,1016,0.0
1185,121,0.0
770,1337,0.0
64,92,0.03333333333333333
447,33,0.0
1194,1174,0.0
716,1341,0.0
93,224,0.0
432,993,0.0
305,232,0.0
1077,1309,0.0
1247,1245,0.0
737,745,0.0
615,1063,0.05756578947368421
1366,1223,0.0
1146,233,0.0
322,1026,0.0
1016,900,0.0
205,853,0.0
231,568,0.0
350,556,0.0
22,1370,0.0
1356,1077,0.0
751,414,0.14285714285714285
1108,1147,0.0
985,35,0.0
1185,672,0.0
383,507,0.0
33,9,0.0
292,796,0.0
1063,1238,0.06666666666666667
738,672,0.0
565,92,0.0
837,259,0.0
572,912,0.0
163,305,0.0
927,91,0.0
163,296,0.0
736,238,0.0
631,285,0.0
235,571,0.0
39,439,0.0
288,1192,0.0
27687,392,0.0
238,2089740,0.0
571,568,0.0
1309,1057,0.0
1,432,0.03125
1147,832,0.09090909090909091
277,804,0.0
1199,1220,0.0
198,912,0.0
810,917,0.0
207,247,0.0
512,1208,0.0
238,522,0.0
446,373,0.0
162,391,0.0
770,960,0.0
1077,242,0.0
810,257,0.06666666666666667
788,1266,0.0
834,917,0.29166666666666663
326,891,0.0
551,1367,0.0
893,1025,0.0
1078,230,0.0
1061,1175,0.0
349,75,0.0
396,1366,0.034482758620689655
231,31505,0.0
954,12081,0.0
337,2089740,0.0
341,578,0.0
479,782,0.0
242,968,0.0
268,912,0.0
1084,1384652,0.3333333333333333
619,203,0.0
872,1356,0.0
1100,298,0.0
2759376,202,0.0
573,1975282,0.0625
1175,1000,0.0
1035,788,0.0
71,982,0.0
198,162,0.0
916,700,0.0
648,33,0.0
234,1293,0.047619047619047616
198,338,0.0
886,1276,0.0
58,338,0.0
77,1192,0.041666666666666664
1175,842,0.09090909090909091
1341,571,0.0
853,1204,0.0
796,2089740,0.0
1389,242,0.0
275,968,0.023255813953488372
437,1389,0.0
507,952,0.0
1057,1053,0.0
646,1208,0.0
563,26,0.0
927,1368,0.0
1104,93,0.0
1169,274,0.0
1111,942,0.0
646,889,0.0
763,534,0.0
1175,1195,0.0
708,1037,0.0
512,1117,0.0
1317,123,0.0
588,231,0.0
755,188,0.0
922,9,0.0
312,391,0.0
565,657,0.0
645,685,0.0
1013,30,0.0
341,810,0.0
993,646,0.0
1043,1334,0.0
123,2759376,0.0
364,580,0.0
349,439,0.0
1228,872,0.09375
931,1228,0.0
178,742,0.0
489,377,0.0
1256,1228206,0.0
13,1213,0.0
891,685,0.0
536,1025,0.0
795,33,0.0
1084,1014,0.0
1254,512,0.0
952,439,0.0
202,186,0.0
685,188,0.0
195,337,0.03125
184,811,0.0
188,163,0.0
803,519,0.0
204,1356,0.0
736,396,0.0
905,1370,0.21978021978021978
1339,927,0.0
716,51,0.0
1174,943,0.0
534,1122,0.0
429,952,0.0
1220,1016,0.16666666666666666
164,370,0.0
1042,1175,0.0
727,837,0.08333333333333333
2090742,534,0.0
274,1358,0.0
430,1146,0.0
99,1344,0.0
259,785,0.0
404,288,0.0
83,784,0.0
163,1016,0.0
446,993,0.0
33,751,0.0
143,493,0.0
1228206,391,0.0
547,1233,0.0
1146,277,0.0
888,247,0.0
755,71,0.0
648,1367,0.0
748,588,0.0
685,383,0.047619047619047616
404,2090742,0.0
381,83,0.0
219,954,0.0
1195,522,0.0
1271,349,0.0
285,547,0.0
26,1026,0.0
1392,838,0.0
770,1370,0.0
966,259,0.0
1104,72,0.0
1334,162,0.0
268,162,0.0
1014,116,0.0
99,184,0.0
952,481,0.0
1178,364,0.0
1346,525,0.0
238,952,0.0
960,645,0.0
1318,203,0.0
541,891,0.0
1069,432,0.0
1341,813,0.0
927,961,0.0
275,1000,0.0
1075,525,0.0
481,631,0.0
475,274,0.0
900,571,0.02702702702702703
392,838,0.0
304,534,0.0
853,230,0.0
825,170,0.0
1057,1169,0.0
536,518,0.0
296,404,0.0
657,209,0.0
931,922,0.0
619,95,0.0
1311,736,0.0
274,342,0.0
381,1175,0.07142857142857142
1341,940,0.0
2090742,1016,0.0
437,697,0.0
372,886,0.0
40,448,0.0
298,122,0.0
1384652,1053,0.0
1208,109,0.0
349,298,0.0
1000,547,0.0
905,1347,0.06666666666666667
718,1117,0.0
1318,1010,0.0
266,1318,0.0
230,312,0.0
636,512,0.0
1013,481,0.0
699,350,0.0
636,49,0.0
285,224,0.0
322,1043,0.041666666666666664
1204,536,0.0
230,1322,0.0
1384652,1108,0.0
1109,1043,0.0
1194,657,0.0
1146,525,0.0
936,26,0.0
363,5,0.0
1077,150,0.0
123,1199,0.0
231,1109,0.0
149,611,0.0
770,1322,0.0
83,722,0.0
1228,770,0.0
1179,1334,0.0
1213,1227,0.0
245,115,0.0
525,1043,0.0
922,1311,0.0
163,942,0.0
143,547,0.0
982,796,0.0
1204,727,0.0
722,519,0.0
916,268,0.0
1367,853,0.0
1318,121,0.0
1334,1069,0.0
619,714,0.0
931,1238,0.0
1233,1,0.0
770,1347,0.0
1075,209,0.0
914,755,0.0
767,179,0.0
392,230,0.0
1317,534,0.0
797,1322,0.0
788,657,0.0
268,341,0.0
619,317,0.0
1014,364,0.0
1078,1204,0.02631578947368421
1339,370,0.0
680,838,0.0
275,46,0.0
64,741,0.0
432,1370,0.3333333333333333
993,748,0.0
927,186,0.0
1144,136,0.025
1117,123,0.041666666666666664
423,573,0.0
742,338,0.0
400,740,0.0
619,55,0.0
952,361,0.0
813,311,0.0
1254,543,0.0
615,765,0.0
178,27687,0.0
13,400,0.0
1193,507,0.0
1190,342,0.03333333333333333
357,961,0.0
518,9,0.0
231,699,0.025
370,95,0.0
1271,398,0.0
122,1000,0.1
791,428190,0.1213235294117647
200,1013,0.0
738,518,0.0
149,391,0.21929824561403508
1185,987,0.07965860597439545
238,1208,0.0
813,655,0.0
1193,398,0.0
1013,322,0.125
58,17,0.0
785,1117,0.0
1367,459,0.0
736,1185,0.0
936,527,0.0
954,27687,0.0
202,779,0.0
631,1063,0.0
1144,361,0.0
338,233,0.0
302,974,0.0
322,1010,0.0
423,1291,0.0
121,275,0.0
1010,311,0.0
1193,738,0.0
83,838,0.0
5,357,0.0
1016,1185,0.0
1042,733,0.041666666666666664
736,414,0.0
99,204,0.0
758,276,0.0
954,636,0.0
1265,893,0.03225806451612903
1343,1220,0.0
563,960,0.0
481,518,0.0
1249,446,0.0
863,637,0.0
657,547,0.0
149,372,0.09791666666666667
137,758,0.0
1291,1389,0.0
391,428190,0.0
184,736,0.0
811,680,0.0
296,755,0.0
782,162,0.0
1035,556,0.03333333333333333
1175,318,0.0
543,748,0.0
1238,285,0.0
536,200,0.0
203,268,0.1111111111111111
666,205,0.0
245,1146,0.0
940,370,0.025
1063,891,0.0
791,1309,0.0
917,1293,0.0
834,805,0.0
195,1057,0.0
740,377,0.023255813953488372
788,522,0.0
779,276,0.0
832,740,0.0
731,1192,0.0
31505,46,0.0
1213,72,0.09090909090909091
186,888,0.0
543,232,0.0
565,257,0.0
645,936,0.0
1122,357,0.0
235,363,0.0
1228,234,0.2503156565656566
143,525,0.0
936,446,0.0
763,233,0.0
755,512,0.0
1213,95,0.0625
312,727,0.0
150,755,0.025
699,349,0.0
1293,565,0.047619047619047616
637,968,0.16666666666666666
9,49,0.0
788,414,0.0
1124,522,0.0
61,740,0.0
419,475,0.0
1053,534,0.0
1169,230,0.0
428190,534,0.0
483,51,0.0
1179,1220,0.0
391,1334,0.0
231,439,0.0
209,64,0.03333333333333333
230,1228,0.0
1063,25,0.0
268,195,0.0
1310,95,0.0
1185,1339,0.0
631,755,0.0
30,22,0.0
381,1223,0.0
1030,1366,0.0
568,1075,0.125
1185,1108,0.0
563,99,0.0
730,1339,0.0
486,825,0.0
439,432,0.0
1146,733,0.0
714,373,0.0
897,219,0.0
567,927,0.0
588,1343,0.0
95,571,0.0
277,1185,0.0
740,209,0.0
1026,954,0.125
242,727,0.0
755,814,0.0
247,363,0.0
1144,863,0.0
149,1142,0.0
1271,242,0.0
891,203,0.0
481,832,0.0
825,1035,0.0
1245,565,0.0
685,1057,0.0
203,277,0.0
2089740,12081,0.0
349,1063,0.0
430,203,0.0
887,373,0.1
447,767,0.0
680,614,0.0
231,567,0.0
784,742,0.0
922,1060,0.0
238,831,0.0
767,342,0.0
232,832,0.03333333333333333
1122,1042,0.0
274,377,0.0
573,150,0.025
512,825,0.0
1318,987,0.0
95,475,0.0625
266,1238,0.0
267,1122,0.5232558139534884
194,1026,0.08333333333333333
267,811,0.0
1254,341,0.0
1228206,99,0.0
364,1318,0.0
685,1314,0.0
234,1060,0.058823529411764705
666,1228206,0.0
400,149,0.0
572,200,0.0
837,486,0.0
170,95,0.0
95,714,0.0
1014,727,0.0
863,1094,0.0
810,982,0.0
1108,1204,0.0
825,922,0.0
842,204,0.0
296,770,0.0
1347,718,0.0
1347,326,0.0
1223,648,0.0
1245,178,0.0
77,512,0.0
1245,727,0.0
982,1050,0.0
943,887,0.0
311,797,0.0
188,1014,0.0
887,30,0.0
2090742,446,0.0
567,209,0.0
276,414,0.0
1078,64,0.0
543,905,0.1111111111111111
838,1276,0.0
60,982,0.0
1195,137,0.0
636,91,0.3005952380952381
123,304,0.058823529411764705
1061,1075,0.2
17,292,0.0
22,363,0.0
398,481,0.0
936,392,0.0
788,1238,0.0
1368,143,0.0
853,12081,0.0
312,123,0.0
891,178,0.0
391,178,0.0
235,519,0.0
1337,92,0.0
33,268,0.0
338,1317,0.0
1108,1370,0.0
507,372,0.0
317,943,0.0
55,205,0.0
758,534,0.0
1195,1035,0.0
825,296,0.0
285,863,0.0
1249,1030,0.0
810,722,0.047619047619047616
1111,71,0.0
96,1154,0.0
1266,1146,0.0
1100,423,0.0
207,567,0.0
888,1193,0.0
565,58,0.0
1227,1219,0.0
170,1291,0.0
184,1077,0.0
811,1392,0.0
219,49,0.0
1220,423,0.0
954,1050,0.0
17,952,0.0
1339,872,0.0
680,31505,0.02702702702702703
419,235,0.0
369,489,0.0
708,565,0.0
943,479,0.0
1178,1174,0.0
31505,1179,0.0
1337,966,0.0
767,797,0.0
982,1310,0.05263157894736842
394,26,0.0
304,1100,0.0
536,685,0.0
993,733,0.034482758620689655
1185,541,0.0
337,1175,0.21428571428571427
39,648,0.0
1030,736,0.0
834,317,0.0
751,805,0.025
1179,363,0.0
1178,312,0.0
1245,391,0.0
292,31505,0.0
157,672,0.0
116,1192,0.0
853,475,0.0
219,109,0.0
349,268,0.0
2759376,1057,0.0
1026,736,0.0
274,486,0.0
430,534,0.0
863,439,0.0
363,1195,0.0
123,615,0.0
987,631,0.037037037037037035
952,285,0.0
1193,519,0.0
999,1233,0.0
648,481,0.0
225,1284,0.0
404,797,0.0
338,1213,0.0
224,785,0.0
731,1193,0.0
927,1318,0.0
312,115,0.0
891,448,0.0
627,614,0.0
580,1075,0.3333333333333333
373,363,0.0
1276,1367,0.0
1013,123,0.0
1174,285,0.0
853,13,0.0
1109,999,0.0
170,150,0.0
31505,186,0.0
837,296,0.0
547,834,0.0
999,1249,0.0
853,954,0.0
1228,648,0.0
518,556,0.03333333333333333
1050,541,0.0
242,525,0.0
917,224,0.0
1144,767,0.0
1000,242,0.0
493,234,0.4758473808832906
350,922,0.0
1366,22,0.0
982,697,0.0
372,655,0.0
1194,1220,0.11416490486257928
534,525,0.0
1358,61,0.0
1190,268,0.0
235,207,0.0
1389,205,0.0
507,259,0.0
224,257,0.0
232,164,0.0
117,1069,0.0
1370,92,0.0
1366,150,0.025
235,13,0.0
72,791,0.0
231,392,0.0
9,439,0.0
5,522,0.0
905,446,0.09586056644880174
1220,968,0.11416490486257928
1154,1175,0.0
184,483,0.0
349,35,0.0
748,1042,0.0
1322,1117,0.0
1276,534,0.0
1254,573,0.0
200,2090742,0.0
1247,58,0.0
1094,1368,0.0
60,512,0.0
292,235,0.0
573,404,0.0
1256,730,0.034482758620689655
275,748,0.0
1,1311,0.0
567,1347,0.0
149,1343,0.0
888,637,0.0
203,1026,0.0
414,194,0.1497326203208556
257,414,0.0
305,1078,0.0
40,1025,0.0
194,572,0.06492248062015504
1367,916,0.0
580,33,0.0
805,277,0.05625
383,758,0.08333333333333333
396,805,0.0
259,567,0.0
1223,396,0.058823529411764705
298,888,0.0
247,1094,0.0
225,556,0.0
568,718,0.0
115,302,0.09090909090909091
897,432,0.0
733,26,0.0
1256,149,0.05263157894736842
1194,838,0.0
931,116,0.1
30,277,0.0
25,942,0.0
795,1310,0.0
893,891,0.0
1975282,627,0.0
1094,396,0.0
863,837,0.0
927,912,0.0
400,377,0.0
810,1317,0.07142857142857142
814,1000,0.0
832,1341,0.0
459,481,0.0
578,1147,0.0
525,1392,0.0
2090742,637,0.045454545454545456
580,765,0.0
657,22,0.0
987,274,0.0
1063,961,0.06666666666666667
475,1194,0.0
483,275,0.0
917,1122,0.0
1245,832,0.0
1341,30,0.0
1065,518,0.05263157894736842
428190,439,0.0
805,1109,0.0
519,1122,0.0
889,17,0.0
1061,337,0.03125
27687,1030,0.0
745,1144,0.0
1061,277,0.03125
391,27687,0.0
1219,1227,0.0
565,122,0.12755635169428273
40,400,0.0
266,792,0.0
1063,648,0.0
2089740,1169,0.0
377,186,0.0
1233,891,0.0
414,1208,0.0
51,1338,0.0
672,792,0.0
547,999,0.1
727,1346,0.0
1060,163,0.0
17,275,0.0
116,1247,0.0
1111,672,0.0
96,233,0.041666666666666664
518,916,0.0
99,960,0.0
317,209,0.0
91,296,0.041666666666666664
646,1249,0.0
637,75,0.058823529411764705
886,954,0.0
779,765,0.0
1111,813,0.0
58,758,0.08333333333333333
96,372,0.0
897,1228206,0.0
288,311,0.0
350,92,0.0
349,1192,0.0
568,341,0.0
736,83,0.0
565,235,0.0
2090742,1370,0.0
2759376,905,0.07614942528735633
27687,1037,0.0
203,916,0.0
2090742,897,0.0
1178,1344,0.0
936,1238,0.0
1366,13,0.0
1358,225,0.0
730,942,0.0
796,337,0.0
268,1043,0.041666666666666664
685,448,0.0
77,1233,0.0
448,30,0.0
27687,985,0.0
377,1228206,0.023255813953488372
296,730,0.0
974,350,0.0
803,178,0.0
446,914,0.0
22,400,0.0
394,194,0.0
1220,1219,0.28100407454804877
534,722,0.0
900,1063,0.0
338,1358,0.0
657,72,0.0
697,763,0.0
116,337,0.0625
1347,1334,0.0
195,398,0.0
1026,1122,0.0
738,372,0.0
931,164,0.0
341,394,0.0
1291,718,0.0
1284,326,0.0
1144,631,0.0
580,645,0.0
536,1204,0.0
95,1343,0.0
61,225,0.0
795,551,0.0
722,274,0.0
39,987,0.0
377,888,0.0
143,259,0.0
886,55,0.0
960,123,0.058823529411764705
792,672,0.0
1219,738,0.0
475,985,0.0
795,305,0.0
1077,1310,0.0
1276,646,0.0
194,1042,0.041666666666666664
276,1026,0.0
93,1077,0.0
940,150,0.07045454545454546
547,655,0.0
2759376,274,0.1
203,1104,0.0
637,1043,0.0
188,1256,0.0
708,349,0.0
960,1347,0.0
765,296,0.0
525,1154,0.0
370,813,0.0
1199,567,0.0
1276,556,0.0
1309,92,0.0
93,1293,0.0
1094,893,0.0
838,194,0.041666666666666664
486,163,0.0
927,26,0.0
448,987,0.0
1042,547,0.0
1254,936,0.0
312,525,0.0
1035,1195,0.0
886,1254,0.0
1238,755,0.06666666666666667
519,1233,0.0
58,342,0.0
534,556,0.0
1310,184,0.0
234,961,0.023255813953488372
285,33,0.0
1233,304,0.0
825,157,0.0
831,619,0.0
430,1389,0.0
225,430,0.0
22,1228,0.0
1025,364,0.0
2089740,447,0.0
615,381,0.0
93,831,0.0
230,25,0.0
1142,1249,0.0
788,150,0.0
483,954,0.0
1192,46,0.0
311,136,0.0
2089740,1266,0.0
394,573,0.0
961,357,0.0
439,795,0.0
2089740,648,0.0
1014,235,0.0
200,512,0.0
224,61,0.0
483,195,0.0
274,804,0.0
507,1048,0.0
377,897,0.0
770,888,0.0
888,942,0.0
60,1077,0.0
1245,1025,0.0
27687,931,0.1
61,927,0.0
1204,748,0.0
96,646,0.0
1194,234,0.023255813953488372
1075,61,0.0
157,1271,0.0
266,162,0.0
1343,394,0.041666666666666664
143,170,0.0
1175,1392,0.0
115,672,0.0
1317,357,0.0
740,551,0.0
1078,636,0.0
525,170,0.0
1266,525,0.0
99,245,0.14285714285714285
1104,931,0.0
645,740,0.0
974,5,0.0
770,834,0.0
198,834,0.0
672,1042,0.0
1026,627,0.03333333333333333
936,1030,0.023255813953488372
276,740,0.0
571,527,0.0
448,813,0.0
1146,39,0.0
1060,567,0.0
1192,863,0.0
700,268,0.0
1271,337,0.02631578947368421
1213,46,0.0
765,373,0.0
519,364,0.0
648,92,0.0
1142,186,0.0
91,1192,0.0
767,231,0.0
741,1291,0.0
31505,75,0.0
242,614,0.0
489,26,0.0
1190,655,0.09090909090909091
429,383,0.09586056644880174
751,738,0.0
556,277,0.1
13,796,0.0
99,13,0.0
194,115,0.08333333333333333
700,25,0.0
1061,230,0.0
796,525,0.0
563,483,0.0
571,429,0.0
1228,414,0.1
1169,1195,0.0
1060,296,0.0
556,202,0.03333333333333333
1016,522,0.0
565,33,0.0
1108,1142,0.0
489,1037,0.0
305,1014,0.0
742,350,0.0
1337,337,0.0
195,1146,0.0
993,1368,0.0
12081,814,0.0
755,940,0.025
954,288,0.0
666,891,0.0
745,525,0.0
748,136,0.0
805,58,0.0
1147,1366,0.0
33,942,0.0
268,568,0.0
400,2090742,0.0
838,338,0.0
730,1016,0.0
872,423,0.03125
1025,209,0.0
1030,122,0.07464607464607464
202,952,0.0
900,483,0.1111111111111111
1037,318,0.0
83,578,0.0
486,804,0.0
1310,268,0.125
1078,788,0.0
615,35,0.0
1392,428190,0.0
404,811,0.0
765,888,0.0
779,312,0.0
733,1389,0.0
1111,872,0.0
204,298,0.0
527,9,0.0
1256,1389,0.0
636,960,0.0
700,672,0.0
234,12081,0.0
245,184,0.0
475,1048,0.0
304,1339,0.0
277,779,0.0
645,5,0.0
437,966,0.0
767,326,0.0
1223,727,0.0
398,547,0.1
716,700,0.0
974,423,0.0
699,680,0.025
1344,519,0.0
1291,13,0.0
578,1144,0.0
1337,916,0.0
961,404,0.0
58,1341,0.0
1190,770,0.0
1293,1266,0.0
391,39,0.0
238,927,0.0
12081,337,0.0
954,886,0.0
203,615,0.03125
162,1069,0.0
1192,779,0.0
697,680,0.0
968,373,0.023255813953488372
541,31505,0.0
1174,207,0.0
39,1297,0.0
1077,796,0.0
1213,1318,0.0
1368,1175,0.0
432,1146,0.0
162,64,0.045454545454545456
811,75,0.0
745,943,0.0
891,372,0.0
341,785,0.0
751,1297,0.0
446,900,0.0
742,518,0.0
209,1100,0.0
404,1050,0.0
93,479,0.0
207,292,0.0
518,149,0.0
893,985,0.0
727,637,0.25
810,1293,0.0
1368,536,0.0
637,202,0.0
795,765,0.0
1256,1190,0.0
887,942,0.0
758,205,0.0
363,22,0.0
99,655,0.0
1048,914,0.0
150,372,0.0
188,527,0.0
810,619,0.09090909090909091
522,149,0.0
414,391,0.16666666666666666
792,797,0.0
1154,1228206,0.0
563,740,0.0
1314,788,0.0
525,966,0.0
64,1228206,0.0
987,1104,0.1
372,1048,0.0
428190,1053,0.09090909090909091
842,39,0.0
59,838,0.0
936,1144,0.0
968,486,0.023255813953488372
796,40,0.0
26,803,0.0
235,51,0.0
72,779,0.0
614,708,0.0
1284,184,0.0
430,99,0.0
143,1178,0.0
897,225,0.0
853,1228,0.0
370,1084,0.0
1053,543,0.0
1014,479,0.0
889,1318,0.0
419,627,0.1
792,730,0.0
245,342,0.0
1043,209,0.17410714285714285
1392,242,0.0
922,93,0.0
1266,137,0.045454545454545456
1384652,370,0.0
377,338,0.0
1179,1078,0.0
305,481,0.0
795,350,0.0
1111,580,0.0
446,136,0.0
1069,1346,0.0
95,304,0.0
518,373,0.0
1343,737,0.0
428190,1293,0.0
75,122,0.0
922,35,0.0
1311,810,0.0
567,1343,0.0
748,1063,0.0
1367,275,0.0
326,1174,0.0
1016,842,0.0
372,447,0.0
615,614,0.0
204,277,0.0
117,1185,0.0
765,257,0.0
718,209,0.03125
563,61,0.0
9,51,0.0
742,39,0.0
1271,1117,0.02631578947368421
891,699,0.0
637,311,0.0
1220,568,0.03125
718,143,0.0
900,1,0.02702702702702703
563,1147,0.0
832,942,0.0
64,718,0.0
578,91,0.0
1199,887,0.0
731,30,0.0
188,832,0.0
30,157,0.0
1341,1043,0.0
905,912,0.0
1343,322,0.0
149,1077,0.0
1199,1147,0.0
1309,1346,0.0
738,381,0.0
1227,1194,0.0
1337,697,0.0
987,25,0.0
1192,1026,0.0
122,1199,0.0
748,1100,0.0
2089740,1228,0.0
680,834,0.0
122,672,0.0
116,699,0.0
1053,893,0.0
27687,791,0.1
952,26,0.0
71,573,0.0
863,580,0.0
536,886,0.0
834,543,0.14285714285714285
736,1293,0.0
666,611,0.0
392,75,0.0
1356,268,0.041666666666666664
292,257,0.0
429,59,0.0
572,1339,0.0
534,1000,0.0
219,745,0.0
59,1213,0.0
204,1147,0.0
872,751,0.0
573,164,0.0
1075,1124,0.0
46,349,0.0
1194,1175,0.0
1037,912,0.0
150,722,0.0
1384652,481,0.0
274,31505,0.0
736,722,0.0
751,785,0.0
55,1190,0.0
312,810,0.0
1000,259,0.0
1122,1014,0.0
400,791,0.08333333333333333
912,1169,0.0
1117,337,0.19298245614035087
1154,931,0.0
730,292,0.0
1368,184,0.0
235,233,0.0
235,1053,0.0
1000,572,0.0
2759376,792,0.0
646,459,0.0
1317,1065,0.0
832,1228,0.02631578947368421
1010,184,0.0
556,137,0.0
46,853,0.0
1169,1238,0.0
572,231,0.0
446,1384652,0.037037037037037035
267,1284,0.02702702702702703
685,247,0.0
1043,398,0.0
123,519,0.0
1341,233,0.0
1043,1249,0.0
448,1030,0.0
1108,785,0.0
432,2089740,0.0
952,1265,0.0
952,95,0.0
1037,115,0.0
369,200,0.0
1358,233,0.0
406,1256,0.0
1367,1065,0.0
893,231,0.0
483,429,0.058823529411764705
1122,150,0.07045454545454546
1276,33,0.0
285,1117,0.02702702702702703
1366,522,0.0
370,1266,0.0
1065,235,0.0
1276,304,0.0
326,1100,0.0
745,1344,0.0
394,834,0.0
1194,198,0.0
1069,317,0.0
198,369,0.0
727,122,0.14285714285714285
573,350,0.0
292,58,0.0
72,838,0.041666666666666664
954,716,0.041666666666666664
1178,1233,0.0
475,886,0.0
1178,657,0.0
475,657,0.0
357,1265,0.0
1223,573,0.0
