u,v,CN
275,1000,0
1075,525,0
481,631,0
475,274,0
900,571,1
392,838,0
304,534,0
853,230,0
825,170,0
1057,1169,0
536,518,0
296,404,0
657,209,0
931,922,0
619,95,0
1311,736,0
274,342,0
381,1175,1
1341,940,0
2090742,1016,0
437,697,0
372,886,0
40,448,0
298,122,0
1384652,1053,0
1208,109,0
349,298,0
1000,547,0
905,1347,1
718,1117,0
1318,1010,0
266,1318,0
230,312,0
636,512,0
1013,481,0
699,350,0
636,49,0
285,224,0
322,1043,1
1204,536,0
230,1322,0
1384652,1108,0
1109,1043,0
1194,657,0
1146,525,0
936,26,0
363,5,0
1077,150,0
123,1199,0
231,1109,0
149,611,0
770,1322,0
83,722,0
1228,770,0
1179,1334,0
1213,1227,0
245,115,0
525,1043,0
922,1311,0
163,942,0
143,547,0
982,796,0
1204,727,0
722,519,0
916,268,0
1367,853,0
1318,121,0
1334,1069,0
619,714,0
931,1238,0
1233,1,0
770,1347,0
1075,209,0
914,755,0
767,179,0
392,230,0
1317,534,0
797,1322,0
788,657,0
268,341,0
619,317,0
1014,364,0
1078,1204,1
1339,370,0
680,838,0
275,46,0
64,741,0
432,1370,1
993,748,0
927,186,0
1144,136,1
1117,123,1
423,573,0
742,338,0
400,740,0
619,55,0
952,361,0
813,311,0
1254,543,0
615,765,0
178,27687,0
13,400,0
1193,507,0
1190,342,1
357,961,0
518,9,0
231,699,1
370,95,0
1271,398,0
122,1000,1
791,428190,2
200,1013,0
738,518,0
149,391,2
1185,987,2
238,1208,0
813,655,0
1193,398,0
1013,322,1
58,17,0
785,1117,0
1367,459,0
736,1185,0
936,527,0
954,27687,0
202,779,0
631,1063,0
1144,361,0
338,233,0
302,974,0
322,1010,0
423,1291,0
121,275,0
1010,311,0
1193,738,0
83,838,0
5,357,0
1016,1185,0
1042,733,1
736,414,0
99,204,0
758,276,0
954,636,0
1265,893,1
1343,1220,0
563,960,0
481,518,0
1249,446,0
863,637,0
657,547,0
149,372,2
137,758,0
1291,1389,0
391,428190,0
184,736,0
811,680,0
296,755,0
782,162,0
1035,556,1
1175,318,0
543,748,0
1238,285,0
536,200,0
203,268,1
666,205,0
245,1146,0
940,370,1
1063,891,0
791,1309,0
917,1293,0
834,805,0
195,1057,0
740,377,1
788,522,0
779,276,0
832,740,0
731,1192,0
31505,46,0
1213,72,1
186,888,0
543,232,0
565,257,0
645,936,0
1122,357,0
235,363,0
1228,234,4
143,525,0
936,446,0
763,233,0
755,512,0
1213,95,1
312,727,0
150,755,1
699,349,0
1293,565,1
637,968,1
9,49,0
788,414,0
1124,522,0
61,740,0
419,475,0
1053,534,0
1169,230,0
428190,534,0
483,51,0
1179,1220,0
391,1334,0
231,439,0
209,64,1
230,1228,0
1063,25,0
268,195,0
1310,95,0
1185,1339,0
631,755,0
30,22,0
381,1223,0
1030,1366,0
568,1075,1
1185,1108,0
563,99,0
730,1339,0
486,825,0
439,432,0
1146,733,0
714,373,0
897,219,0
567,927,0
588,1343,0
95,571,0
277,1185,0
740,209,0
1026,954,2
242,727,0
755,814,0
247,363,0
1144,863,0
149,1142,0
1271,242,0
891,203,0
481,832,0
825,1035,0
1245,565,0
685,1057,0
203,277,0
2089740,12081,0
349,1063,0
430,203,0
887,373,1
447,767,0
680,614,0
231,567,0
784,742,0
922,1060,0
238,831,0
767,342,0
232,832,1
1122,1042,0
274,377,0
573,150,1
512,825,0
1318,987,0
95,475,1
266,1238,0
267,1122,2
194,1026,1
267,811,0
1254,341,0
1228206,99,0
364,1318,0
685,1314,0
234,1060,1
666,1228206,0
400,149,0
572,200,0
837,486,0
170,95,0
95,714,0
1014,727,0
863,1094,0
810,982,0
1108,1204,0
825,922,0
842,204,0
296,770,0
1347,718,0
1347,326,0
1223,648,0
1245,178,0
77,512,0
1245,727,0
982,1050,0
943,887,0
311,797,0
188,1014,0
887,30,0
2090742,446,0
567,209,0
276,414,0
1078,64,0
543,905,1
838,1276,0
60,982,0
1195,137,0
636,91,4
123,304,1
1061,1075,1
17,292,0
22,363,0
398,481,0
936,392,0
788,1238,0
1368,143,0
853,12081,0
312,123,0
891,178,0
391,178,0
235,519,0
1337,92,0
33,268,0
338,1317,0
1108,1370,0
507,372,0
317,943,0
55,205,0
758,534,0
1195,1035,0
825,296,0
285,863,0
1249,1030,0
810,722,1
1111,71,0
96,1154,0
1266,1146,0
1100,423,0
207,567,0
888,1193,0
565,58,0
1227,1219,0
170,1291,0
184,1077,0
811,1392,0
219,49,0
1220,423,0
954,1050,0
17,952,0
1339,872,0
680,31505,1
419,235,0
369,489,0
708,565,0
943,479,0
1178,1174,0
31505,1179,0
1337,966,0
767,797,0
982,1310,1
394,26,0
304,1100,0
536,685,0
993,733,1
1185,541,0
337,1175,2
39,648,0
1030,736,0
834,317,0
751,805,1
1179,363,0
1178,312,0
1245,391,0
292,31505,0
157,672,0
116,1192,0
853,475,0
219,109,0
349,268,0
2759376,1057,0
1026,736,0
274,486,0
430,534,0
863,439,0
363,1195,0
123,615,0
987,631,1
952,285,0
1193,519,0
999,1233,0
648,481,0
225,1284,0
404,797,0
338,1213,0
224,785,0
731,1193,0
927,1318,0
312,115,0
891,448,0
627,614,0
580,1075,1
373,363,0
1276,1367,0
1013,123,0
1174,285,0
853,13,0
1109,999,0
170,150,0
31505,186,0
837,296,0
547,834,0
999,1249,0
853,954,0
1228,648,0
518,556,1
1050,541,0
242,525,0
917,224,0
1144,767,0
1000,242,0
493,234,8
350,922,0
1366,22,0
982,697,0
372,655,0
1194,1220,2
534,525,0
1358,61,0
1190,268,0
235,207,0
1389,205,0
507,259,0
224,257,0
232,164,0
117,1069,0
1370,92,0
1366,150,1
235,13,0
72,791,0
231,392,0
9,439,0
5,522,0
905,446,2
1220,968,2
1154,1175,0
184,483,0
349,35,0
748,1042,0
1322,1117,0
1276,534,0
1254,573,0
200,2090742,0
1247,58,0
1094,1368,0
60,512,0
292,235,0
573,404,0
1256,730,1
275,748,0
1,1311,0
567,1347,0
149,1343,0
888,637,0
203,1026,0
414,194,2
257,414,0
305,1078,0
40,1025,0
194,572,2
1367,916,0
580,33,0
805,277,2
383,758,1
396,805,0
259,567,0
1223,396,1
298,888,0
247,1094,0
225,556,0
568,718,0
115,302,1
897,432,0
733,26,0
1256,149,1
1194,838,0
931,116,1
30,277,0
25,942,0
795,1310,0
893,891,0
1975282,627,0
1094,396,0
863,837,0
927,912,0
400,377,0
810,1317,1
814,1000,0
832,1341,0
459,481,0
578,1147,0
525,1392,0
2090742,637,1
580,765,0
657,22,0
987,274,0
1063,961,1
475,1194,0
483,275,0
917,1122,0
1245,832,0
1341,30,0
1065,518,1
428190,439,0
805,1109,0
519,1122,0
889,17,0
1061,337,1
27687,1030,0
745,1144,0
1061,277,1
391,27687,0
1219,1227,0
565,122,3
40,400,0
266,792,0
1063,648,0
2089740,1169,0
377,186,0
1233,891,0
414,1208,0
51,1338,0
672,792,0
547,999,1
727,1346,0
1060,163,0
17,275,0
116,1247,0
1111,672,0
96,233,1
518,916,0
99,960,0
317,209,0
91,296,1
646,1249,0
637,75,1
886,954,0
779,765,0
1111,813,0
58,758,1
96,372,0
897,1228206,0
288,311,0
350,92,0
349,1192,0
568,341,0
736,83,0
565,235,0
2090742,1370,0
2759376,905,2
27687,1037,0
203,916,0
2090742,897,0
1178,1344,0
936,1238,0
1366,13,0
1358,225,0
730,942,0
796,337,0
268,1043,1
685,448,0
77,1233,0
448,30,0
27687,985,0
377,1228206,1
296,730,0
974,350,0
803,178,0
446,914,0
22,400,0
394,194,0
1220,1219,4
534,722,0
900,1063,0
338,1358,0
657,72,0
697,763,0
116,337,2
1347,1334,0
195,398,0
1026,1122,0
738,372,0
931,164,0
341,394,0
1291,718,0
1284,326,0
1144,631,0
580,645,0
536,1204,0
95,1343,0
61,225,0
795,551,0
722,274,0
39,987,0
377,888,0
143,259,0
886,55,0
960,123,1
792,672,0
1219,738,0
475,985,0
795,305,0
1077,1310,0
1276,646,0
194,1042,1
276,1026,0
93,1077,0
940,150,2
547,655,0
2759376,274,1
203,1104,0
637,1043,0
188,1256,0
708,349,0
960,1347,0
765,296,0
525,1154,0
370,813,0
1199,567,0
1276,556,0
1309,92,0
93,1293,0
1094,893,0
838,194,1
486,163,0
927,26,0
448,987,0
1042,547,0
1254,936,0
312,525,0
1035,1195,0
886,1254,0
1238,755,1
519,1233,0
58,342,0
534,556,0
1310,184,0
234,961,1
285,33,0
1233,304,0
825,157,0
831,619,0
430,1389,0
225,430,0
22,1228,0
1025,364,0
2089740,447,0
615,381,0
93,831,0
230,25,0
1142,1249,0
788,150,0
483,954,0
1192,46,0
311,136,0
2089740,1266,0
394,573,0
961,357,0
439,795,0
2089740,648,0
1014,235,0
200,512,0
224,61,0
483,195,0
274,804,0
507,1048,0
377,897,0
770,888,0
888,942,0
60,1077,0
1245,1025,0
27687,931,1
61,927,0
1204,748,0
96,646,0
1194,234,1
1075,61,0
157,1271,0
266,162,0
1343,394,1
143,170,0
1175,1392,0
115,672,0
1317,357,0
740,551,0
1078,636,0
525,170,0
1266,525,0
99,245,1
1104,931,0
645,740,0
974,5,0
770,834,0
198,834,0
672,1042,0
1026,627,1
936,1030,1
276,740,0
571,527,0
448,813,0
1146,39,0
1060,567,0
1192,863,0
700,268,0
1271,337,1
1213,46,0
765,373,0
519,364,0
648,92,0
1142,186,0
91,1192,0
767,231,0
741,1291,0
31505,75,0
242,614,0
489,26,0
1190,655,1
429,383,2
751,738,0
556,277,1
13,796,0
99,13,0
194,115,1
700,25,0
1061,230,0
796,525,0
563,483,0
571,429,0
1228,414,1
1169,1195,0
1060,296,0
556,202,1
1016,522,0
565,33,0
1108,1142,0
489,1037,0
305,1014,0
742,350,0
1337,337,0
195,1146,0
993,1368,0
12081,814,0
755,940,1
954,288,0
666,891,0
745,525,0
748,136,0
805,58,0
1147,1366,0
33,942,0
268,568,0
400,2090742,0
838,338,0
730,1016,0
872,423,1
1025,209,0
1030,122,2
202,952,0
900,483,1
1037,318,0
83,578,0
486,804,0
1310,268,1
1078,788,0
615,35,0
1392,428190,0
404,811,0
765,888,0
779,312,0
733,1389,0
1111,872,0
204,298,0
527,9,0
1256,1389,0
636,960,0
700,672,0
234,12081,0
245,184,0
475,1048,0
304,1339,0
277,779,0
645,5,0
437,966,0
767,326,0
1223,727,0
398,547,1
716,700,0
974,423,0
699,680,1
1344,519,0
1291,13,0
578,1144,0
1337,916,0
961,404,0
58,1341,0
1190,770,0
1293,1266,0
391,39,0
238,927,0
12081,337,0
954,886,0
203,615,1
162,1069,0
1192,779,0
697,680,0
968,373,1
541,31505,0
1174,207,0
39,1297,0
1077,796,0
1213,1318,0
1368,1175,0
432,1146,0
162,64,1
811,75,0
745,943,0
891,372,0
341,785,0
751,1297,0
446,900,0
742,518,0
209,1100,0
404,1050,0
93,479,0
207,292,0
518,149,0
893,985,0
727,637,1
810,1293,0
1368,536,0
637,202,0
795,765,0
1256,1190,0
887,942,0
758,205,0
363,22,0
99,655,0
1048,914,0
150,372,0
188,527,0
810,619,1
522,149,0
414,391,1
792,797,0
1154,1228206,0
563,740,0
1314,788,0
525,966,0
64,1228206,0
987,1104,1
372,1048,0
428190,1053,1
842,39,0
59,838,0
936,1144,0
968,486,1
796,40,0
26,803,0
235,51,0
72,779,0
614,708,0
1284,184,0
430,99,0
143,1178,0
897,225,0
853,1228,0
370,1084,0
1053,543,0
1014,479,0
889,1318,0
419,627,1
792,730,0
245,342,0
1043,209,2
1392,242,0
922,93,0
1266,137,1
1384652,370,0
377,338,0
1179,1078,0
305,481,0
795,350,0
1111,580,0
446,136,0
1069,1346,0
95,304,0
518,373,0
1343,737,0
428190,1293,0
75,122,0
922,35,0
1311,810,0
567,1343,0
748,1063,0
1367,275,0
326,1174,0
1016,842,0
372,447,0
615,614,0
204,277,0
117,1185,0
765,257,0
718,209,1
563,61,0
9,51,0
742,39,0
1271,1117,1
891,699,0
637,311,0
1220,568,1
718,143,0
900,1,1
563,1147,0
832,942,0
64,718,0
578,91,0
1199,887,0
731,30,0
188,832,0
30,157,0
1341,1043,0
905,912,0
1343,322,0
149,1077,0
1199,1147,0
1309,1346,0
738,381,0
1227,1194,0
1337,697,0
987,25,0
1192,1026,0
122,1199,0
748,1100,0
2089740,1228,0
680,834,0
122,672,0
116,699,0
1053,893,0
27687,791,1
952,26,0
71,573,0
863,580,0
536,886,0
834,543,1
736,1293,0
666,611,0
392,75,0
1356,268,1
292,257,0
429,59,0
572,1339,0
534,1000,0
219,745,0
59,1213,0
204,1147,0
872,751,0
573,164,0
1075,1124,0
46,349,0
1194,1175,0
1037,912,0
150,722,0
1384652,481,0
274,31505,0
736,722,0
751,785,0
55,1190,0
312,810,0
1000,259,0
1122,1014,0
400,791,1
912,1169,0
1117,337,2
1154,931,0
730,292,0
1368,184,0
235,233,0
235,1053,0
1000,572,0
2759376,792,0
646,459,0
1317,1065,0
832,1228,1
1010,184,0
556,137,0
46,853,0
1169,1238,0
572,231,0
446,1384652,1
267,1284,1
685,247,0
1043,398,0
123,519,0
1341,233,0
1043,1249,0
448,1030,0
1108,785,0
432,2089740,0
952,1265,0
952,95,0
1037,115,0
369,200,0
1358,233,0
406,1256,0
1367,1065,0
893,231,0
483,429,1
1122,150,2
1276,33,0
285,1117,1
1366,522,0
370,1266,0
1065,235,0
1276,304,0
326,1100,0
745,1344,0
394,834,0
1194,198,0
1069,317,0
198,369,0
727,122,1
573,350,0
292,58,0
72,838,1
954,716,1
1178,1233,0
475,886,0
1178,657,0
475,657,0
357,1265,0
1223,573,0
1228206,1042,0
224,219,0
952,1337,0
305,39,0
5,666,0
83,804,0
115,1037,0
198,292,0
1078,204,0
1192,889,0
507,645,0
685,423,0
1104,1174,0
507,1271,0
326,31505,1
318,738,0
631,75,0
150,834,0
259,580,0
2089740,322,0
231,1124,0
731,699,0
59,985,0
961,1265,0
1293,1318,0
75,224,0
796,1192,0
966,527,0
810,563,0
507,1265,0
999,1339,0
1100,39,0
685,195,0
1338,22,0
811,999,0
257,795,0
60,238,0
46,233,0
95,1179,0
886,614,0
448,1368,0
917,525,0
718,149,1
1108,1025,0
337,886,0
1193,486,0
381,578,0
699,837,1
708,337,1
224,567,0
748,837,0
543,1185,1
672,886,0
194,730,0
143,1075,0
931,475,0
922,373,0
1339,493,1
731,916,0
897,804,0
1030,1060,0
943,1370,0
614,1291,0
312,565,0
1344,186,0
534,195,0
519,791,0
742,627,0
178,430,0
1227,95,0
446,522,0
736,982,0
247,447,0
814,1013,0
588,247,0
931,588,0
527,758,0
22,349,0
551,117,0
1179,1037,0
1169,999,0
428190,93,0
419,1338,0
9,1075,0
699,646,0
311,259,0
1220,1146,2
1228,33,0
942,93,0
1975282,188,0
1199,940,0
999,377,0
122,157,0
685,437,0
150,1190,0
1228206,288,0
1108,525,0
1228206,71,0
361,437,0
116,115,0
748,745,0
792,72,0
1233,1228206,0
224,727,1
916,685,0
1291,1341,0
95,423,0
1227,572,1
1108,1078,1
58,999,0
568,889,0
1219,1147,0
522,1111,0
479,1256,0
179,406,1
209,30,0
123,1338,0
122,763,1
99,268,0
916,912,0
1000,203,0
233,680,2
322,853,0
194,448,0
1010,1356,0
1195,985,0
370,714,0
430,837,0
645,1190,0
430,318,0
1389,1061,0
22,1026,0
974,33,0
571,202,2
779,1247,0
75,751,0
1293,35,0
64,25,0
163,615,0
311,1344,0
982,419,2
49,242,0
936,954,0
17,1389,0
39,825,0
275,1194,1
672,522,0
1347,1016,0
1208,483,0
447,547,0
785,204,0
1297,1309,0
914,162,0
1146,1975282,1
811,137,0
1065,380,1
697,648,0
71,648,0
547,1195,0
205,372,2
58,1000,1
784,1220,1
72,1025,0
837,370,0
275,96,0
571,518,1
188,1144,0
831,1367,0
708,225,1
655,245,0
551,157,0
479,914,0
483,430,0
242,1178,0
1389,71,0
40,889,0
35,685,0
1266,117,0
259,186,0
551,257,0
888,788,0
439,2759376,0
2089740,1142,0
838,547,0
832,1318,2
58,77,0
288,428190,1
961,266,0
234,1048,0
381,699,0
1048,507,0
91,285,2
745,231,0
567,1,0
1065,1337,0
349,1271,0
1175,722,1
447,2089740,0
547,1975282,1
572,39,0
708,373,0
414,96,0
804,738,0
361,364,0
922,46,0
888,1100,0
699,966,0
40,942,0
99,361,0
832,522,0
117,1154,0
242,893,0
966,39,0
234,765,1
459,987,2
1254,1309,0
242,288,0
727,373,1
987,1042,1
914,380,0
198,1247,0
430,209,0
296,722,0
202,536,0
224,1000,0
741,779,0
1190,804,0
1297,742,0
116,446,0
1293,1063,0
893,1334,0
439,1314,0
219,1026,0
832,893,2
230,788,0
672,1025,0
298,917,0
1368,1223,0
1297,157,0
1061,326,0
277,745,0
22,837,0
230,1037,0
5,834,0
369,203,0
966,1048,0
93,304,0
232,838,0
1338,519,0
163,31505,0
188,202,0
157,296,0
1220,699,3
1065,1389,0
974,1322,0
49,1368,0
905,853,1
1190,1366,0
1256,35,0
831,400,0
1124,1341,0
381,266,0
1310,1169,0
791,1142,0
194,791,0
1108,722,0
224,1124,0
751,298,1
573,1367,0
580,886,0
779,123,0
266,428190,0
17,2089740,0
1175,985,0
342,614,1
33,277,1
1341,811,0
1075,381,0
784,1175,0
1175,810,0
1358,400,0
486,136,0
954,350,0
5,439,1
349,150,0
1356,392,0
922,1199,0
863,9,0
121,940,0
188,312,0
234,298,0
1065,304,0
1343,349,0
927,479,0
136,727,0
961,1111,0
897,406,0
872,733,0
9,1311,0
1367,447,0
447,1065,0
439,429,0
51,522,1
666,342,0
1219,1069,0
1013,1347,0
1227,940,0
1175,195,0
731,377,0
1100,296,1
1256,1322,0
912,117,0
1338,1265,0
666,716,0
1219,267,1
489,277,1
1266,99,0
1344,1075,0
446,615,0
93,567,0
486,219,0
733,39,0
1142,92,0
718,288,0
1014,234,1
770,942,0
317,234,0
317,527,0
714,285,0
1108,541,0
179,224,0
1100,58,0
149,266,0
767,1389,0
1228206,275,1
383,1356,1
636,39,0
1256,588,0
136,35,0
507,245,0
83,1322,0
968,543,0
25,337,0
1060,238,0
551,400,0
1014,370,0
448,1013,0
448,1366,0
731,322,0
917,922,0
1367,170,0
150,740,0
1389,708,0
1223,383,1
55,179,0
803,784,0
232,987,0
247,637,0
999,1026,0
897,722,0
292,1146,0
2089740,730,0
782,257,0
1975282,83,0
1043,556,0
655,1309,0
186,1013,0
893,952,0
1219,394,0
1322,770,0
770,507,0
55,788,0
765,580,0
12081,194,0
831,1174,0
1026,886,0
1238,615,0
1063,233,1
872,1368,0
940,993,0
96,337,0
369,22,0
2089740,914,0
1063,697,0
952,1069,0
363,905,0
373,519,0
968,838,0
813,1366,0
886,1228206,0
853,202,0
1174,897,0
534,1227,0
1026,447,0
1014,755,0
195,178,0
194,58,0
853,184,0
645,1247,0
522,1000,0
448,486,0
755,942,0
512,12081,0
1233,568,0
814,205,0
803,205,0
1346,999,0
40,1297,0
428190,12081,0
927,853,0
178,518,1
1084,381,1
940,33,0
942,1228206,0
863,1042,0
1271,1223,0
1195,224,0
655,357,0
219,853,0
755,1389,0
567,12081,1
361,615,0
922,337,0
77,25,0
257,1233,0
1174,302,0
61,580,1
811,231,0
373,1026,0
27687,1368,0
1077,1219,0
235,1111,0
1334,968,0
797,942,0
1311,163,0
1245,1179,0
803,58,0
1310,842,0
318,672,0
377,648,1
276,1346,0
785,1344,0
77,83,0
292,588,0
179,999,0
1392,459,0
699,551,0
685,170,0
751,1,0
475,1284,0
423,428190,0
396,75,1
207,1,0
940,1276,0
657,109,0
2089740,863,0
337,109,0
396,987,1
714,1026,0
99,428190,0
748,361,0
493,232,1
1016,1389,0
12081,1043,0
1014,274,0
17,419,1
96,1061,0
304,342,0
1174,631,0
163,245,0
927,838,0
541,26,0
838,1311,0
195,341,0
1975282,993,1
268,429,0
886,765,0
363,493,0
396,232,0
137,2759376,0
188,1322,0
954,1213,0
1057,1318,0
257,380,2
31505,296,2
797,400,0
738,751,0
51,1122,0
1356,292,0
305,302,0
863,888,0
275,897,0
163,64,0
1109,1370,0
863,1367,0
117,1271,0
1169,5,0
1341,1016,0
170,615,0
541,341,0
392,637,0
364,406,0
1122,619,0
1334,832,0
1384652,238,0
785,198,0
230,637,1
22,357,0
580,116,1
770,391,0
837,751,0
1334,936,0
25,1084,0
745,150,0
2759376,391,1
1075,1338,0
5,755,0
35,672,0
123,1050,0
982,72,0
242,318,0
512,232,0
164,1356,0
1366,25,0
1061,646,0
51,109,0
447,58,0
274,751,0
611,447,0
1111,296,1
232,966,0
736,77,0
627,810,0
912,853,0
1075,573,0
893,572,1
993,1043,0
527,184,0
164,680,0
137,207,0
1213,731,0
235,1100,0
1223,1,0
326,186,0
1346,493,0
572,1271,1
1178,268,0
931,804,0
479,1284,0
1343,475,1
767,1322,0
350,1057,0
627,115,0
1276,225,0
1247,404,0
224,571,0
1334,341,0
242,40,0
92,363,0
1368,1025,0
92,733,0
968,136,0
551,40,0
637,483,0
195,207,0
233,803,0
872,49,2
834,922,0
200,917,0
1297,803,0
985,740,0
277,1144,3
1384652,486,0
423,805,1
77,202,0
708,259,0
481,627,0
92,588,0
25,1368,0
730,631,1
534,489,0
1108,572,0
